,response,coverage,education,policy_type,policy,vehicle_size,year,month,day,unnamed:_0,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
5528,0,1,2,0,1,0,2011,1,24,5528,10662.63422,62409,89,16,50,0,2,392.686432
5529,1,1,2,0,2,1,2011,1,6,5529,3861.486269,93272,95,3,54,0,1,281.110788
5530,0,1,2,0,2,1,2011,1,18,5530,9807.829589,0,135,18,48,0,4,970.456654
5531,0,1,1,0,2,1,2011,1,29,5531,3252.828464,20166,83,19,28,0,1,398.4
5532,0,0,0,0,0,0,2011,2,11,5532,2711.899826,0,74,13,68,0,1,355.2
5533,1,0,1,0,1,1,2011,2,9,5533,2453.570794,29735,69,3,92,0,1,331.2
5534,0,0,0,1,5,1,2011,1,1,5534,11228.28966,0,64,1,63,0,2,772.83851
5535,0,0,0,0,2,1,2011,1,17,5535,23020.89147,97460,114,20,62,0,2,660.135987
5536,0,0,2,0,0,1,2011,1,21,5536,2458.447909,57564,63,5,48,1,1,302.4
5537,0,1,1,2,7,1,2011,1,15,5537,11160.07706,33232,94,21,81,0,2,435.527845
5538,0,2,2,0,0,1,2011,2,9,5538,13118.74322,11854,113,19,64,0,2,807.721213
5539,0,1,2,0,2,1,2011,1,8,5539,6120.185345,23843,79,1,42,0,5,344.693511
5540,0,2,2,0,1,1,2011,2,14,5540,13881.03947,17961,181,28,51,0,3,476.707749
5541,0,0,2,0,1,1,2011,1,30,5541,4787.472973,0,64,17,84,0,3,360.110955
5542,0,0,2,0,2,1,2011,2,12,5542,8177.048957,54695,103,6,94,0,5,494.4
5543,0,1,2,0,2,1,2011,1,10,5543,3309.248219,85632,82,23,4,0,1,7.2574
5544,1,1,1,0,0,1,2011,2,27,5544,14635.45158,0,139,5,56,0,2,667.2
5545,0,1,0,0,2,1,2011,2,12,5545,5120.615661,0,76,11,14,4,3,277.220384
5546,0,2,0,0,2,0,2011,2,7,5546,19253.03441,39895,160,32,45,0,2,765.591167
5547,0,1,1,0,1,0,2011,2,16,5547,6646.749298,95815,82,6,95,0,3,393.6
5548,0,0,0,0,1,0,2011,1,2,5548,8742.472473,37224,74,8,23,0,2,355.2
5549,0,1,1,0,0,1,2011,1,3,5549,8467.369513,0,122,2,73,0,5,1100.088685
5550,0,1,2,0,2,1,2011,2,22,5550,6992.531494,94652,86,18,88,0,3,412.8
5551,0,0,1,0,1,0,2011,2,22,5551,13037.03339,28582,112,27,24,0,2,537.6
5552,0,1,0,1,3,1,2011,1,25,5552,10883.78785,91123,138,32,70,3,8,103.462381
5553,0,2,1,0,1,1,2011,2,24,5553,9114.276632,85942,116,16,36,2,5,79.340118
5554,0,2,0,0,2,1,2011,1,23,5554,30442.53824,64321,253,4,75,0,2,422.438297
5555,0,0,4,0,0,1,2011,1,31,5555,5104.354719,77025,64,18,44,2,3,380.917107
5556,0,0,0,0,0,1,2011,2,13,5556,2174.111987,16997,65,35,62,3,1,468.0
5557,0,1,1,0,0,1,2011,2,19,5557,9890.210998,52408,125,13,12,0,9,179.125777
5558,0,2,1,0,2,2,2011,2,15,5558,8719.125849,0,116,7,73,1,7,556.8
5559,0,0,1,1,4,1,2011,2,19,5559,8516.751366,37573,112,3,21,3,3,537.6
5560,0,1,0,0,0,1,2011,2,11,5560,11606.84868,45893,97,3,75,0,2,465.6
5561,1,1,0,1,5,2,2011,2,24,5561,3731.504584,0,96,31,34,0,1,460.8
5562,0,1,2,0,1,0,2011,2,28,5562,3303.090814,29385,88,18,8,2,1,422.4
5563,0,1,2,0,0,1,2011,1,28,5563,8888.875454,21509,81,24,24,1,2,413.492922
5564,0,0,1,0,0,2,2011,1,28,5564,8173.50314,68144,70,29,98,4,2,336.0
5565,0,0,1,0,1,1,2011,1,30,5565,4923.950434,31093,63,3,78,0,3,302.4
5566,0,0,0,1,4,1,2011,2,28,5566,2823.501795,24350,73,6,89,3,1,350.4
5567,0,0,2,0,2,1,2011,1,18,5567,7824.372789,32823,100,1,36,0,8,480.0
5568,0,0,2,0,1,1,2011,2,27,5568,8311.854644,44843,105,14,34,0,3,391.419263
5569,0,0,3,1,3,0,2011,2,12,5569,5384.532684,59364,67,25,56,0,5,321.6
5570,0,1,2,0,2,1,2011,2,4,5570,3978.665051,39101,99,34,24,0,1,167.174678
5571,0,1,0,0,2,1,2011,1,24,5571,6237.507291,0,90,2,46,1,3,432.0
5572,0,1,0,1,5,1,2011,2,14,5572,6969.880958,27604,92,20,45,1,9,441.6
5573,0,0,0,0,1,2,2011,1,18,5573,5024.029643,91603,64,18,37,5,8,307.2
5574,0,0,3,0,0,2,2011,2,7,5574,8414.080425,59828,104,25,49,0,8,499.2
5575,0,0,2,2,8,1,2011,2,18,5575,2801.562831,33247,72,26,47,0,1,284.956298
5576,0,1,2,0,1,1,2011,2,21,5576,5010.917847,45867,126,31,12,0,1,604.8
5577,0,0,2,0,2,2,2011,2,16,5577,4997.780688,54827,64,17,88,0,3,132.947215
5578,0,0,1,1,3,1,2011,2,21,5578,2236.085718,0,64,12,56,3,1,307.2
5579,0,1,1,1,5,1,2011,2,13,5579,10934.73726,47170,139,4,57,0,3,667.2
5580,0,1,1,0,0,1,2011,2,26,5580,3289.132998,21947,83,17,66,0,1,366.90936
5581,0,0,2,0,1,0,2011,2,13,5581,14014.10119,39018,117,11,94,0,2,561.6
5582,0,0,3,0,2,1,2011,2,19,5582,5604.330774,20252,71,0,64,0,3,198.227061
5583,0,1,1,0,0,1,2011,1,23,5583,2912.235077,0,88,29,81,0,1,633.6
5584,0,0,3,1,5,0,2011,1,26,5584,5616.845326,48602,70,30,46,0,5,487.884823
5585,0,0,1,2,8,0,2011,2,1,5585,7504.685954,97849,62,32,45,0,2,183.117146
5586,1,1,2,0,0,2,2011,2,26,5586,3746.751625,41479,94,14,38,1,1,19.575683
5587,0,0,1,0,0,1,2011,2,27,5587,2959.819985,69746,74,17,91,0,1,225.032781
5588,0,1,1,0,2,1,2011,2,7,5588,7725.535708,96748,96,13,68,0,9,460.8
5589,0,2,1,0,0,1,2011,1,5,5589,13248.63735,25074,112,17,8,0,2,537.6
5590,0,0,3,0,2,0,2011,1,21,5590,2717.781848,66463,68,28,80,0,1,326.4
5591,0,0,0,1,3,1,2011,2,2,5591,2734.149158,34865,69,15,16,0,1,255.946801
5592,0,2,2,0,2,1,2011,1,3,5592,9199.388961,37399,116,30,22,0,3,392.826082
5593,0,2,2,1,5,0,2011,2,20,5593,29049.71315,21070,195,6,47,0,2,1404.0
5594,0,0,1,0,1,1,2011,2,9,5594,4956.620638,31562,66,9,5,4,7,316.8
5595,0,0,3,0,2,0,2011,2,23,5595,5574.959174,54684,71,28,49,2,3,487.070965
5596,0,0,0,1,3,1,2011,2,8,5596,9192.592887,37388,117,30,21,0,5,561.6
5597,0,1,1,0,2,0,2011,2,5,5597,3878.770231,84981,96,6,96,0,1,4.719043
5598,0,2,3,0,1,0,2011,2,21,5598,4419.116971,24046,116,27,47,0,1,556.8
5599,1,1,0,0,2,1,2011,2,18,5599,4772.943848,20993,133,35,90,0,1,638.4
5600,0,0,2,0,1,1,2011,2,8,5600,9101.523916,48029,116,9,79,0,7,556.8
5601,0,0,1,0,0,1,2011,1,10,5601,7609.089616,16233,197,17,68,0,1,1418.4
5602,0,0,2,0,2,1,2011,1,12,5602,2668.662697,30718,67,26,49,1,1,321.6
5603,0,0,0,0,0,1,2011,2,22,5603,5141.976413,60277,65,32,19,0,7,146.390518
5604,0,0,1,0,2,1,2011,1,24,5604,7451.49202,0,107,6,63,0,8,770.4
5605,0,0,1,0,2,1,2011,1,25,5605,2620.167098,31911,68,13,65,0,1,245.893663
5606,0,0,1,0,2,1,2011,2,28,5606,4909.844198,61402,62,1,69,0,3,252.157829
5607,0,2,2,1,4,0,2011,1,29,5607,8023.075248,34335,101,18,55,0,3,484.8
5608,0,1,2,0,1,1,2011,2,11,5608,20446.6023,71467,86,5,34,0,2,324.879569
5609,0,0,2,0,1,1,2011,2,13,5609,4966.848441,0,74,25,60,0,9,532.8
5610,0,1,0,0,2,1,2011,1,17,5610,3549.016697,36168,90,16,14,0,1,432.0
5611,0,1,2,0,1,1,2011,1,11,5611,5350.367001,58357,137,27,76,2,1,708.220713
5612,0,1,2,0,1,1,2011,2,7,5612,8065.234637,29692,77,3,53,0,2,449.352139
5613,0,0,0,0,1,0,2011,2,13,5613,7892.824093,29215,67,7,15,0,2,327.656191
5614,0,0,0,0,0,1,2011,2,14,5614,4540.9925,0,61,14,4,0,3,486.121464
5615,0,0,0,0,2,1,2011,2,9,5615,2852.527169,26841,74,33,17,1,1,418.534381
5616,0,1,1,0,2,1,2011,2,21,5616,10720.41744,34837,139,4,2,1,4,667.2
5617,0,0,1,0,0,1,2011,2,5,5617,4795.387295,33068,61,6,77,1,6,213.038013
5618,0,1,2,0,2,1,2011,1,25,5618,5182.393447,44820,133,12,62,3,1,336.13217
5619,0,2,1,1,5,1,2011,1,28,5619,22620.74841,49564,193,22,82,0,2,286.370988
5620,0,0,2,0,0,1,2011,2,5,5620,2320.750557,19581,61,32,27,0,1,377.24342
5621,0,0,0,1,4,1,2011,1,8,5621,7714.650119,0,74,33,24,0,2,532.8
5622,0,0,1,0,1,1,2011,2,10,5622,7880.337212,23129,70,10,74,0,2,491.65337
5623,0,1,1,0,0,0,2011,2,10,5623,9029.940704,0,138,23,93,0,3,1376.958592
5624,0,1,0,0,0,1,2011,1,22,5624,6965.423975,25411,86,8,73,0,8,242.807725
5625,1,0,0,0,0,1,2011,1,19,5625,15114.40241,28513,100,4,22,1,2,480.0
5626,0,0,0,2,8,1,2011,1,8,5626,22523.7063,69346,63,27,42,1,2,246.284609
5627,0,1,0,1,4,1,2011,1,16,5627,10760.17612,74835,133,14,89,0,7,107.645982
5628,0,0,3,0,0,1,2011,1,7,5628,5808.932598,43282,72,3,3,0,3,166.799814
5629,0,1,1,1,4,1,2011,1,29,5629,30591.61257,11276,91,22,10,1,2,436.8
5630,0,0,2,0,1,1,2011,1,3,5630,2220.187426,0,62,11,52,2,1,311.506082
5631,0,0,1,0,2,1,2011,2,7,5631,4914.035833,10037,71,14,29,0,3,292.181494
5632,1,0,4,0,2,1,2011,1,27,5632,2395.57,21986,63,1,9,0,1,333.696228
5633,0,1,4,0,2,1,2011,1,25,5633,5522.524223,85609,136,22,17,0,1,652.8
5634,0,1,2,0,1,1,2011,1,25,5634,15808.75757,86347,130,17,93,0,2,593.779554
5635,0,0,2,1,5,0,2011,1,21,5635,2827.328603,20368,72,30,36,0,1,345.6
5636,0,0,3,1,4,2,2011,2,26,5636,5421.524497,25778,68,29,34,0,3,20.141289
5637,1,0,0,1,5,1,2011,2,14,5637,2514.59196,43860,65,15,58,0,1,156.124914
5638,0,0,2,1,5,1,2011,2,16,5638,5157.642282,93303,65,11,96,0,5,40.757983
5639,0,0,0,0,1,1,2011,2,12,5639,4874.665223,67467,61,4,22,0,9,365.879938
5640,0,0,0,0,1,1,2011,2,9,5640,4198.02525,30598,106,13,21,0,1,508.8
5641,1,0,2,0,2,1,2011,2,24,5641,5380.898636,55350,67,0,13,0,9,321.6
5642,1,0,0,1,5,0,2011,2,23,5642,13466.92071,11432,119,11,9,0,2,571.2
5643,0,0,2,0,1,1,2011,1,13,5643,2424.424678,27093,61,10,19,0,1,292.8
5644,0,0,1,0,2,1,2011,1,10,5644,3823.853815,0,108,32,95,0,1,777.6
5645,0,0,0,1,5,2,2011,2,18,5645,13883.32934,0,197,3,85,0,9,1418.4
5646,0,0,2,1,5,1,2011,2,12,5646,2438.533897,38961,62,5,19,0,1,297.6
5647,0,1,4,1,3,0,2011,1,24,5647,34090.03598,51840,94,10,75,0,2,33.747903
5648,0,0,1,0,2,1,2011,2,27,5648,2840.302575,79181,72,1,24,0,1,241.277426
5649,1,0,1,2,7,1,2011,1,26,5649,24127.50402,14072,71,13,3,0,2,511.2
5650,0,1,2,0,1,0,2011,1,6,5650,7596.143777,56225,97,10,95,0,3,465.6
5651,0,0,0,0,1,1,2011,1,26,5651,15096.27023,14909,199,31,95,0,6,1238.077611
5652,1,1,0,0,2,1,2011,1,12,5652,6005.214792,26876,76,17,72,0,8,364.8
5653,0,1,2,0,0,1,2011,2,4,5653,3455.23067,68401,88,14,14,0,1,242.254164
5654,0,0,2,0,0,1,2011,1,30,5654,5728.581037,29730,72,1,76,0,3,463.21435
5655,0,1,0,0,2,1,2011,1,17,5655,5163.228365,35577,130,1,6,0,1,574.51239
5656,0,0,3,1,5,0,2011,1,24,5656,2602.650842,41958,66,15,49,1,1,206.818326
5657,0,2,3,0,2,0,2011,1,5,5657,32643.07651,77915,115,4,61,0,2,552.0
5658,0,0,1,1,4,1,2011,1,8,5658,2789.74739,15514,74,20,24,0,1,355.2
5659,0,2,2,0,2,0,2011,1,16,5659,11250.09857,29505,284,2,70,0,1,1979.444237
5660,0,0,2,0,2,0,2011,2,12,5660,16510.96722,31356,68,25,13,0,2,326.4
5661,0,0,2,0,2,1,2011,2,13,5661,7607.983712,31456,199,5,61,0,1,436.695385
5662,0,0,0,0,2,1,2011,1,30,5662,5603.73932,95284,69,6,35,0,4,327.647322
5663,0,1,0,0,2,1,2011,1,7,5663,6674.44805,0,98,7,24,0,9,931.648937
5664,0,2,1,0,1,0,2011,1,18,5664,4049.415027,62864,104,20,14,0,1,171.213743
5665,0,0,2,0,1,1,2011,2,11,5665,4958.016206,22842,65,20,53,0,9,468.0
5666,0,0,1,0,1,0,2011,1,10,5666,7850.128057,67186,66,22,20,0,2,184.936711
5667,0,1,0,0,2,1,2011,1,26,5667,6382.583452,0,87,14,67,0,3,417.6
5668,0,0,2,0,0,1,2011,1,20,5668,5737.499595,68946,71,15,31,0,8,309.627788
5669,0,0,1,0,2,1,2011,2,9,5669,7688.023506,56680,100,9,78,2,3,480.0
5670,0,1,0,0,1,1,2011,1,5,5670,4873.436612,18866,126,4,62,0,1,604.8
5671,0,0,0,0,2,0,2011,1,18,5671,2824.681217,82875,70,5,20,0,1,455.337179
5672,0,0,2,0,2,1,2011,1,8,5672,3722.368016,0,109,25,61,2,1,523.2
5673,0,1,1,1,4,2,2011,2,4,5673,5535.963648,84863,138,28,40,0,1,691.697458
5674,0,1,2,0,1,0,2011,1,11,5674,4727.8341,0,127,24,58,0,1,609.6
5675,0,0,1,0,1,1,2011,1,29,5675,2378.667328,54753,61,5,99,0,1,292.8
5676,0,2,2,2,7,0,2011,2,5,5676,9337.895228,76381,116,23,33,0,4,556.8
5677,0,1,1,0,0,2,2011,1,23,5677,6189.994337,59523,78,0,62,1,8,343.789779
5678,0,0,1,1,5,0,2011,2,26,5678,5638.262608,56017,71,1,98,0,6,51.995897
5679,0,0,3,1,4,1,2011,2,27,5679,5264.361755,14306,74,31,22,3,7,355.061143
5680,0,0,1,0,2,1,2011,1,13,5680,4035.68383,21359,101,25,5,0,1,484.8
5681,0,0,1,0,0,1,2011,1,8,5681,4117.4697,86101,102,4,73,0,1,344.736945
5682,1,0,1,0,1,1,2011,1,27,5682,8382.478392,25998,71,16,38,0,2,791.878042
5683,0,0,3,0,1,0,2011,2,2,5683,2435.147986,64341,61,4,81,0,1,79.934072
5684,0,2,0,2,8,1,2011,1,30,5684,6599.081932,36060,165,27,55,0,1,774.558233
5685,0,0,0,0,2,0,2011,2,2,5685,5353.932122,61894,67,22,38,0,4,266.996814
5686,0,0,0,0,1,1,2011,2,9,5686,6747.524275,26721,65,18,64,3,2,312.0
5687,0,1,1,0,2,1,2011,2,6,5687,7412.135256,59940,94,17,9,0,3,303.098944
5688,0,1,3,2,8,1,2011,2,24,5688,5512.342258,45971,138,15,91,0,1,139.826393
5689,0,0,1,1,4,1,2011,1,17,5689,4015.34005,80055,100,30,83,0,1,121.945071
5690,0,1,2,0,0,0,2011,2,3,5690,7772.473464,58345,98,1,6,0,6,346.971517
5691,0,0,2,0,2,2,2011,2,4,5691,4638.945365,0,71,33,48,3,7,143.276484
5692,0,1,1,0,2,1,2011,2,19,5692,10507.50144,76549,132,3,5,0,3,616.349424
5693,0,0,3,0,1,1,2011,2,26,5693,17556.99121,36212,73,25,57,0,2,119.033795
5694,0,1,1,0,1,1,2011,2,27,5694,9103.700091,0,131,18,41,0,3,628.8
5695,0,0,0,0,1,1,2011,1,19,5695,13110.54899,73597,114,5,8,5,2,485.183645
5696,0,1,0,0,0,1,2011,1,1,5696,8006.219948,63762,99,13,55,0,4,108.161276
5697,0,1,1,0,1,2,2011,2,21,5697,6807.271588,32787,86,3,86,0,7,568.58486
5698,0,0,1,0,1,2,2011,1,2,5698,2627.610202,94962,67,10,48,4,1,321.6
5699,0,2,0,0,2,1,2011,1,14,5699,9095.744565,0,256,30,32,0,1,1943.772393
5700,0,1,2,2,6,1,2011,2,10,5700,5015.643575,73809,125,5,57,0,1,537.315879
5701,1,1,1,0,0,0,2011,1,10,5701,4726.869327,13037,124,28,49,0,1,839.348464
5702,0,1,0,0,1,1,2011,2,19,5702,3059.182181,0,88,5,85,0,1,989.200247
5703,0,0,2,0,1,1,2011,2,18,5703,4122.569957,75272,103,22,10,0,1,71.647924
5704,0,0,3,0,1,1,2011,2,7,5704,2620.903729,39278,66,29,45,0,1,65.590217
5705,0,0,1,0,0,1,2011,1,17,5705,4938.893241,36913,62,22,37,0,9,90.569696
5706,0,0,1,0,2,1,2011,1,15,5706,4691.043597,0,74,19,11,1,3,407.218947
5707,1,1,2,0,2,1,2011,2,23,5707,6005.847375,13528,86,21,35,0,3,412.8
5708,0,1,1,0,2,1,2011,1,11,5708,4941.650159,0,137,17,5,0,1,986.4
5709,0,0,1,0,2,1,2011,1,2,5709,2254.402024,0,65,3,95,1,1,768.797656
5710,0,0,0,1,3,1,2011,2,19,5710,2554.032052,0,72,32,14,0,1,405.804184
5711,0,0,4,0,2,1,2011,2,1,5711,8123.955566,12617,108,5,43,0,8,648.925597
5712,0,0,0,0,2,1,2011,2,19,5712,19079.09518,42754,65,5,56,4,2,279.715067
5713,0,2,2,1,4,1,2011,1,27,5713,10461.58298,0,155,23,62,0,5,1116.0
5714,1,2,0,0,2,0,2011,2,14,5714,4669.22664,76157,116,15,80,0,1,556.8
5715,0,0,1,0,2,2,2011,2,22,5715,4903.810606,0,66,19,29,0,8,469.6093
5716,0,1,0,0,2,0,2011,1,31,5716,83325.38119,58958,231,31,74,0,2,1108.8
5717,0,0,1,0,2,0,2011,1,25,5717,8009.028202,0,107,5,8,0,3,740.963933
5718,0,1,1,0,2,0,2011,2,16,5718,23895.6779,0,98,0,57,0,2,705.6
5719,0,0,0,0,1,1,2011,1,11,5719,7732.385103,34430,65,6,15,0,2,184.958966
5720,0,1,0,0,0,1,2011,2,26,5720,9416.28441,13411,127,27,81,0,7,609.6
5721,0,0,1,0,1,1,2011,2,18,5721,5923.518828,73758,74,24,87,0,7,301.562622
5722,0,0,0,0,1,1,2011,1,19,5722,3833.066768,0,116,34,82,2,1,1397.954723
5723,0,0,1,2,8,1,2011,1,9,5723,28432.00202,17130,198,1,58,0,2,950.4
5724,0,1,2,0,2,1,2011,1,9,5724,5553.756551,0,92,30,64,3,9,662.4
5725,0,1,0,0,2,1,2011,2,12,5725,10036.53634,0,134,15,92,1,8,1353.28906
5726,0,1,1,0,0,1,2011,2,5,5726,6575.53817,10517,92,14,65,0,3,441.540848
5727,1,2,2,0,1,1,2011,1,3,5727,4362.931238,58842,110,6,74,0,1,528.0
5728,0,0,2,0,1,1,2011,2,6,5728,7873.708219,22355,71,27,9,3,2,340.8
5729,0,1,0,0,1,1,2011,1,17,5729,13021.0853,0,223,26,40,5,7,1605.6
5730,0,0,1,0,0,1,2011,1,28,5730,4492.23348,21137,61,29,62,1,6,292.8
5731,0,1,1,0,0,0,2011,2,27,5731,6650.456653,0,99,16,65,2,3,712.8
5732,0,1,0,0,2,0,2011,2,27,5732,11093.71591,78255,95,14,88,0,2,456.0
5733,1,0,1,2,6,1,2011,1,26,5733,5107.163002,35625,65,10,56,1,3,288.572108
5734,0,0,2,0,2,0,2011,1,29,5734,7334.328083,87957,61,31,63,0,2,308.321335
5735,0,0,2,1,5,1,2011,2,8,5735,4996.564694,25915,64,13,62,0,7,317.979988
5736,1,0,2,1,3,1,2011,2,7,5736,8658.863813,62464,109,23,45,0,4,400.181882
5737,1,1,0,1,5,1,2011,1,31,5737,9657.579498,0,131,34,61,0,9,628.8
5738,0,1,0,0,1,1,2011,1,24,5738,6176.700392,49529,78,4,78,0,3,234.723464
5739,1,1,1,0,2,1,2011,1,3,5739,2867.312197,23376,78,19,18,0,1,374.4
5740,0,1,2,0,0,1,2011,1,2,5740,2821.448707,0,81,21,78,0,1,583.2
5741,0,0,2,0,2,1,2011,1,30,5741,2843.557702,67952,71,16,0,0,1,167.405624
5742,1,0,2,1,5,1,2011,1,3,5742,11790.49617,25251,66,13,43,0,2,316.8
5743,0,0,0,0,1,0,2011,1,25,5743,7785.666532,20497,65,17,94,0,2,425.358596
5744,0,2,0,0,1,1,2011,1,27,5744,12315.09489,68420,104,5,27,1,2,499.2
5745,0,1,2,0,2,0,2011,1,29,5745,4810.97858,24711,122,31,93,0,1,259.998169
5746,0,0,2,0,1,1,2011,2,7,5746,27279.33647,76530,119,35,9,4,2,254.149197
5747,0,1,0,0,2,1,2011,1,8,5747,3980.421464,98333,99,16,69,1,1,459.048775
5748,1,1,1,0,2,1,2011,2,27,5748,14635.45158,0,139,5,56,0,2,667.2
5749,0,2,2,0,2,0,2011,1,12,5749,3761.792015,0,106,25,47,1,1,1116.943654
5750,1,2,0,0,1,1,2011,1,26,5750,5619.689084,0,153,25,5,0,1,1027.000029
5751,0,0,1,0,1,1,2011,1,25,5751,5304.541694,0,74,18,29,0,8,532.8
5752,0,1,1,0,2,2,2011,2,15,5752,3207.468733,24695,82,0,88,0,1,393.6
5753,0,2,1,0,1,1,2011,1,4,5753,8697.787865,26287,111,6,11,0,8,279.378884
5754,1,0,2,0,1,2,2011,2,14,5754,8717.049833,83846,74,22,94,3,2,355.2
5755,0,0,0,0,1,1,2011,1,24,5755,8029.715047,76081,68,14,3,0,2,384.210821
5756,0,0,2,1,5,0,2011,2,28,5756,4763.327142,14957,66,24,68,0,8,316.8
5757,0,2,0,0,1,1,2011,1,26,5757,23055.57229,41727,117,18,84,1,2,82.25632
5758,0,0,2,0,2,1,2011,2,23,5758,5383.670919,89092,68,31,30,2,3,91.8198
5759,0,0,2,1,5,1,2011,2,10,5759,8409.668976,53986,70,22,37,1,2,127.886591
5760,0,2,1,0,2,1,2011,1,6,5760,4257.477861,49853,109,17,47,0,1,679.534284
5761,0,0,0,1,5,1,2011,2,18,5761,14708.99565,36670,189,30,44,0,3,907.2
5762,0,0,1,0,2,0,2011,2,26,5762,2593.818427,43626,67,9,80,0,1,321.6
5763,0,0,0,2,6,0,2011,1,25,5763,2466.581354,0,70,6,18,0,1,504.0
5764,0,0,2,0,2,1,2011,1,13,5764,7933.820656,76505,65,32,89,0,2,144.051716
5765,0,0,2,0,1,1,2011,1,15,5765,36860.72688,66216,103,34,58,0,2,96.723812
5766,0,0,2,1,5,0,2011,1,1,5766,7412.029748,52497,63,22,46,0,2,302.4
5767,1,0,0,0,2,1,2011,1,14,5767,34611.37896,20090,109,10,59,0,2,523.2
5768,0,2,0,0,0,1,2011,2,27,5768,18726.15325,0,185,7,47,2,2,1543.932434
5769,0,1,1,1,5,1,2011,1,21,5769,7249.065093,37751,93,15,42,0,3,56.692777
5770,0,0,2,1,5,0,2011,1,23,5770,8193.091589,54840,72,18,59,3,2,468.728516
5771,0,2,2,0,1,0,2011,1,22,5771,8692.282356,31986,111,13,83,0,6,532.8
5772,0,1,2,0,2,1,2011,1,3,5772,9799.175061,22166,126,10,22,0,6,604.8
5773,0,1,1,1,3,1,2011,2,22,5773,14084.48944,0,208,22,92,0,3,2270.508697
5774,0,1,0,0,2,1,2011,2,7,5774,13104.14911,0,130,7,31,0,2,1430.548077
5775,0,0,3,0,0,1,2011,1,6,5775,2628.657528,83838,65,1,74,0,1,281.405931
5776,0,0,3,0,2,2,2011,1,9,5776,5245.683756,46061,65,23,95,0,3,21.612658
5777,1,0,2,0,1,1,2011,2,5,5777,8092.87696,50825,102,3,46,0,3,369.614729
5778,1,0,2,1,5,2,2011,1,24,5778,2719.506996,14030,72,11,3,0,1,345.6
5779,0,1,0,0,1,1,2011,2,5,5779,5445.373289,20282,79,19,8,3,6,507.549315
5780,0,0,1,0,2,1,2011,1,24,5780,4514.247473,50146,116,6,44,1,1,759.291202
5781,0,1,0,0,2,2,2011,1,22,5781,22029.1505,0,121,27,58,0,2,580.8
5782,0,1,1,1,5,1,2011,2,4,5782,5408.892351,20472,139,34,61,0,1,667.2
5783,0,1,3,1,5,1,2011,1,17,5783,3768.371028,85751,93,6,3,0,1,391.210704
5784,0,0,0,1,5,1,2011,2,17,5784,27934.62373,76912,116,0,55,2,2,169.226996
5785,0,1,3,0,2,0,2011,1,20,5785,3887.324208,96335,97,7,43,0,1,161.388136
5786,0,0,1,1,5,1,2011,1,26,5786,7475.784971,29633,196,26,57,0,1,534.653787
5787,0,0,3,0,1,1,2011,1,1,5787,22758.91192,80540,63,27,74,0,2,65.845112
5788,0,1,0,1,4,0,2011,2,9,5788,5124.79641,14465,135,30,50,1,1,944.506601
5789,0,0,1,0,2,0,2011,2,27,5789,4900.336708,0,66,35,75,0,4,316.8
5790,0,0,3,0,2,0,2011,1,31,5790,5278.6471,29899,66,21,31,0,3,419.302975
5791,0,1,2,0,2,2,2011,2,1,5791,4821.986443,0,136,28,87,0,1,652.8
5792,1,0,1,0,1,1,2011,2,19,5792,8044.872393,71391,67,29,39,0,2,284.000172
5793,1,2,0,0,1,1,2011,2,27,5793,12157.32992,57449,103,6,28,0,2,494.4
5794,0,0,0,0,2,1,2011,1,17,5794,18591.54967,14209,62,34,36,0,2,297.6
5795,0,1,0,0,1,1,2011,2,18,5795,4873.350518,47824,129,8,56,3,1,546.046853
5796,0,0,4,1,4,1,2011,2,26,5796,5338.525632,48696,66,21,31,0,6,48.762193
5797,0,0,1,0,1,1,2011,1,24,5797,2878.766728,79189,71,11,79,0,1,56.092247
5798,0,0,0,2,7,1,2011,1,11,5798,8473.46358,0,116,0,8,2,8,1148.461246
5799,0,1,1,0,2,1,2011,2,5,5799,3440.361969,23870,91,4,92,0,1,500.577875
5800,1,0,2,0,0,1,2011,2,28,5800,17497.52201,0,73,9,94,0,2,350.4
5801,0,0,1,1,5,1,2011,2,4,5801,2544.337548,41059,64,6,12,0,1,151.670029
5802,0,1,0,1,5,1,2011,1,6,5802,3336.219942,19447,89,6,6,0,1,640.8
5803,0,0,1,0,2,0,2011,2,11,5803,5206.108215,94392,65,3,89,1,8,156.18031
5804,0,1,2,0,2,1,2011,1,29,5804,43290.49543,23203,132,21,71,0,2,1158.79311
5805,0,0,2,0,2,1,2011,2,26,5805,4817.992644,38157,61,2,39,0,4,81.53233
5806,1,1,2,0,1,1,2011,1,8,5806,13727.79972,0,126,12,4,0,2,604.8
5807,0,0,0,1,5,1,2011,2,5,5807,4996.545123,99761,63,0,73,0,3,452.246664
5808,0,0,2,1,5,1,2011,1,27,5808,7960.007541,98350,101,14,35,3,3,289.181979
5809,0,0,0,0,1,0,2011,1,2,5809,7367.653764,25318,63,4,8,2,2,302.4
5810,0,1,1,0,1,1,2011,1,20,5810,5632.613078,51721,139,18,98,0,1,625.282599
5811,0,0,1,0,2,0,2011,1,2,5811,3884.8552,0,114,35,9,0,1,851.031598
5812,0,1,1,0,2,1,2011,1,4,5812,4518.024385,0,78,7,65,3,6,374.4
5813,0,0,2,0,1,1,2011,2,7,5813,2565.124294,68321,66,31,44,0,1,198.263056
