,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d
848,29724,GA,F,529.0,259,304.0,280,304.0,9796.0,5.6111111110000005,5.0
849,172214,CA,F,1205.0,399,408.0,444,450.0,17611.0,9.8,5.0
850,106719,TX,F,301.0,215,273.0,262,299.0,10813.0,8.982758621,10.0
851,12932,Tennessee,F,910.0,302,415.0,421,548.0,23312.0,12.23076923,21.0
852,190726,MD,F,875.0,391,415.0,381,425.0,14468.0,11.42857143,10.0
853,127511,TX,F,945.0,398,578.0,446,563.0,19790.0,17.18181818,23.0
854,56337,KY,F,714.0,187,290.0,282,376.0,13679.0,12.07142857,15.0
855,113692,OK,M,763.0,316,334.0,378,398.0,12903.0,5.5,8.0
856,79850,WI,male,515.0,258,276.0,302,327.0,11337.0,5.857142857,10.0
857,28796,GA,M,448.0,192,241.0,254,299.0,9533.0,8.294117647,10.0
858,131032,CO,F,524.0,264,269.0,329,325.0,11359.0,11.8,25.0
859,86318,SD,F,397.0,166,211.0,227,274.0,10630.0,8.96875,5.0
860,63725,IN,M,637.0,286,316.0,335,371.0,13061.0,25.0,25.0
861,63572,IN,F,778.0,377,422.0,447,527.0,17251.0,5.821818182,12.0
862,139663,NM,F,1008.0,360,397.0,388,426.0,14990.0,8.916666667000001,5.0
863,104848,KS,F,993.0,285,366.0,329,399.0,20996.0,5.2352941180000006,7.0
864,150776,CA,F,1149.0,222,263.0,250,273.0,9856.0,6.619047619,8.0
865,43104,CA,F,5000.0,498,700.0,632,782.0,35814.0,5.840909091,9.0
866,162254,CA,F,5564.0,839,860.0,860,892.0,32899.0,19.16666667,35.0
867,52902,Tennessee,F,929.0,505,546.0,561,606.0,22435.0,15.0,17.0
868,79213,WI,male,575.0,318,341.0,379,414.0,12909.0,8.473684211,12.0
869,178432,WA,F,1627.0,456,508.0,537,586.0,20311.0,9.266666667,14.0
870,11267,MI,F,428.0,208,243.0,268,293.0,10491.0,6.461538462,6.0
871,129468,CO,F,717.0,333,341.0,344,360.0,11669.0,25.0,20.0
872,54134,Tennessee,M,452.0,193,256.0,230,270.0,9283.0,5.64,10.0
873,162492,CA,F,2625.0,513,533.0,517,523.0,15740.0,12.82608696,10.0
874,13342,CA,F,2113.0,422,450.0,502,532.0,19377.0,9.0,5.0
875,169323,CA,F,1104.0,266,275.0,323,319.0,9833.0,2.637931034,3.0
876,125444,TX,M,362.0,208,217.0,238,255.0,7220.0,7.142857143,10.0
877,70076,MI,M,403.0,327,375.0,304,364.0,15337.0,7.32,10.0
878,4048,IL,F,1014.0,262,273.0,306,350.0,10522.0,11.1875,17.0
879,68669,MI,F,732.0,377,478.0,396,453.0,14455.0,9.5,15.0
880,155943,CA,M,1309.0,409,419.0,424,432.0,12004.0,12.0,12.0
881,40968,FL,F,961.0,297,341.0,366,386.0,12625.0,13.66666667,17.0
882,101109,MO,F,883.0,468,503.0,493,517.0,15167.0,13.8,10.0
883,14279,CO,M,1285.0,474,510.0,535,584.0,21521.0,5.1875,11.0
884,83887,MN,F,889.0,272,398.0,341,450.0,14767.0,16.0,17.0
885,17089,NC,female,609.0,257,338.0,299,323.0,10569.0,6.0,5.0
886,92183,IL,F,1240.0,395,496.0,436,550.0,19153.0,5.375,5.0
887,65374,MI,M,426.0,267,315.0,314,343.0,13836.0,16.75,20.0
888,27082,TX,M,792.0,260,320.0,337,396.0,14354.0,11.33333333,10.0
889,108115,LA,M,801.0,487,523.0,509,550.0,15880.0,13.27272727,100.0
890,86278,SD,M,554.0,294,319.0,287,344.0,10936.0,7.529411765,9.0
891,87904,IL,M,1141.0,453,498.0,481,536.0,17140.0,8.615384615,21.0
892,5798,TX,U,872.0,534,548.0,594,607.0,19255.0,79.16666667,50.0
893,115289,OK,F,848.0,372,386.0,404,426.0,13972.0,10.0,25.0
894,186185,CO,M,985.0,478,495.0,508,591.0,20164.0,12.125,15.0
895,74589,MI,F,795.0,442,475.0,557,627.0,22204.0,9.0,12.0
896,65558,MI,F,556.0,317,324.0,313,346.0,11613.0,5.263157895,10.0
897,22696,SC,F,630.0,279,323.0,329,371.0,12137.0,11.5,20.0
898,387,IN,F,789.0,413,430.0,425,447.0,14123.0,5.833333333,5.0
899,98033,IL,F,152.0,152,200.0,204,267.0,9395.0,14.66666667,20.0
900,110308,LA,F,1384.0,554,643.0,667,749.0,27245.0,8.0,15.0
901,3496,TX,M,688.0,562,564.0,582,596.0,18272.0,12.0,10.0
902,138262,Arizona,Female,569.0,156,158.0,187,202.0,7914.0,5.166666667,5.0
903,80437,WI,male,491.0,227,323.0,276,358.0,14229.0,11.84615385,10.0
904,186580,TX,F,651.0,197,250.0,252,284.0,9858.0,8.277777777999999,5.0
905,8863,FL,M,1307.0,310,381.0,383,450.0,23204.0,18.0,40.0
906,120734,TX,F,241.0,164,241.0,231,290.0,9397.0,8.466666667,5.0
907,149414,CA,F,4240.0,714,814.0,830,919.0,49256.0,8.466666667,9.0
908,79900,WI,F,617.0,221,247.0,249,289.0,9366.0,24.22222222,50.0
909,154158,CA,F,838.0,163,176.0,235,241.0,6653.0,6.666666667,7.0
910,23146,SC,M,688.0,402,432.0,442,475.0,16158.0,9.4,5.0
911,1617,CA,F,5970.0,1386,1496.0,1208,1273.0,62822.0,10.18181818,15.0
912,68022,MI,F,435.0,304,322.0,325,365.0,12197.0,10.0,15.0
913,44705,FL,F,677.0,242,261.0,282,302.0,13521.0,9.8,15.0
914,49943,FL,M,980.0,335,387.0,381,435.0,14977.0,11.0,10.0
915,24152,SC,M,788.0,225,275.0,299,343.0,12754.0,6.789473684,8.0
916,136645,Arizona,J,950.0,199,371.0,361,433.0,21071.0,9.0,10.0
917,58597,KY,M,295.0,155,161.0,199,223.0,8290.0,25.11111111,50.0
918,165628,CA,M,1831.0,280,324.0,313,380.0,13119.0,5.166666667,5.0
919,45201,FL,M,817.0,282,288.0,413,473.0,36395.0,7.666666667,11.0
920,34735,FL,F,838.0,354,374.0,402,437.0,17115.0,15.0,20.0
921,6845,ID,F,551.0,232,297.0,252,310.0,11759.0,16.86666667,20.0
922,181799,WA,male,2049.0,442,448.0,573,626.0,24413.0,25.4,35.0
923,88153,IL,F,1380.0,385,449.0,417,485.0,16768.0,8.0625,13.0
924,92514,IL,F,1499.0,408,419.0,444,479.0,15991.0,9.2,15.0
925,183954,WA,male,507.0,243,335.0,265,326.0,10337.0,11.66666667,10.0
926,141134,NV,M,603.0,199,261.0,233,280.0,12768.0,6.333333333,9.0
927,66532,MI,M,407.0,318,324.0,383,399.0,12183.0,5.0,2.0
928,7924,TX,F,471.0,230,268.0,273,302.0,10209.0,9.0,12.0
929,27890,GA,F,929.0,403,420.0,418,467.0,15864.0,7.833333333,10.0
930,58649,KY,F,521.0,258,330.0,315,371.0,13218.0,8.75,10.0
931,47371,AL,F,288.0,129,164.0,131,167.0,7079.0,5.285714286,5.0
932,26887,GA,F,914.0,522,542.0,540,560.0,17163.0,25.0,30.0
933,80577,WI,F,466.0,270,309.0,318,354.0,11581.0,11.66666667,10.0
934,61933,IN,M,534.0,292,306.0,363,388.0,13534.0,20.0,20.0
935,174358,OR,M,1550.0,456,613.0,549,709.0,22772.0,17.5,10.0
936,133555,ID,F,575.0,231,245.0,248,269.0,9659.0,15.0,21.0
937,82457,MN,F,687.0,230,219.0,261,267.0,11087.0,4.5921052630000005,5.0
938,23065,SC,F,810.0,408,421.0,455,469.0,15766.0,12.83333333,20.0
939,88856,IL,F,2347.0,615,736.0,786,870.0,61923.0,3.0555555560000003,4.0
940,168393,CA,M,2298.0,290,302.0,308,322.0,13270.0,25.0,25.0
941,143936,CA,M,4956.0,805,1081.0,861,1058.0,64234.0,32.5,55.0
942,86436,ND,M,857.0,245,282.0,275,320.0,12951.0,5.628571429,5.0
943,138311,AZ,Female,1708.0,437,586.0,551,684.0,29098.0,9.769230769,20.0
944,123469,TX,M,561.0,493,529.0,506,540.0,16623.0,5.2,5.0
945,135341,AZ,Female,700.0,205,221.0,276,295.0,12713.0,12.85714286,12.0
946,33284,FL,M,696.0,303,339.0,323,369.0,11637.0,22.5,20.0
947,180837,WA,male,1039.0,279,376.0,338,435.0,15485.0,25.0,50.0
948,37747,FL,M,1909.0,473,688.0,648,779.0,25255.0,13.375,18.0
949,108983,LA,M,535.0,165,154.0,200,199.0,7220.0,12.0,17.0
950,34591,FL,M,835.0,413,414.0,429,410.0,14004.0,19.66666667,23.0
951,100691,MO,M,553.0,196,193.0,236,236.0,9705.0,4.0,5.0
952,95347,IL,M,652.0,247,354.0,306,381.0,13469.0,8.222222222000001,7.0
953,14717,CO,F,1125.0,205,138.0,281,131.0,21600.0,6.458333333,15.0
954,63612,IN,F,416.0,209,221.0,229,243.0,10117.0,13.5,18.0
955,21097,NC,M,623.0,273,300.0,293,319.0,10923.0,15.0,25.0
956,178598,WA,F,1516.0,519,555.0,527,548.0,20117.0,4.166666667,4.0
957,81630,WI,F,182.0,78,181.0,126,209.0,8279.0,4.352941177,12.0
958,57087,KY,M,821.0,259,298.0,304,334.0,10613.0,11.66666667,15.0
959,81985,WI,male,486.0,274,327.0,289,336.0,11085.0,7.545454545,14.0
960,148795,CA,M,2259.0,557,567.0,600,603.0,18914.0,6.4,10.0
961,78778,WI,male,659.0,315,365.0,356,399.0,14721.0,13.16666667,21.0
962,121256,TX,M,423.0,294,323.0,322,360.0,10114.0,9.695652174,15.0
963,177041,OR,F,661.0,259,286.0,292,327.0,11461.0,12.5,15.0
964,141209,CO,M,660.0,203,238.0,223,262.0,12060.0,15.33333333,10.0
965,75346,IA,M,349.0,228,308.0,259,311.0,10584.0,8.111111111,15.0
966,187318,NC,female,550.0,249,356.0,293,360.0,12591.0,12.5,18.0
967,22119,NC,M,508.0,193,224.0,245,280.0,9443.0,9.428571429,10.0
968,22149,NC,M,639.0,228,269.0,289,333.0,12224.0,9.25,20.0
969,32622,FL,M,533.0,201,230.0,256,286.0,10597.0,23.83333333,47.0
970,76758,IA,F,275.0,282,319.0,288,331.0,11044.0,5.916666667,10.0
971,161838,CA,F,1953.0,304,353.0,337,380.0,13811.0,13.5,14.0
972,70863,MI,M,494.0,269,331.0,316,373.0,12815.0,6.571428571,20.0
973,143996,CA,F,5951.0,1184,1330.0,1060,1093.0,80928.0,7.083333333,10.0
974,4314,IL,F,678.0,267,288.0,352,370.0,11401.0,5.448275862000001,6.0
975,5835,MN,F,404.0,256,295.0,304,347.0,11126.0,10.54761905,30.0
976,3891,TX,F,283.0,212,291.0,288,333.0,9043.0,19.16666667,25.0
977,87775,IL,F,1554.0,615,663.0,689,737.0,22600.0,14.5,20.0
978,9727,CA,F,5908.0,1122,1267.0,991,1088.0,81205.0,81.25,25.0
979,188841,NM,F,848.0,219,288.0,299,390.0,14894.0,16.0,10.0
980,15046,NC,female,595.0,289,346.0,330,381.0,13060.0,2.636363636,10.0
981,43781,FL,M,1069.0,198,257.0,308,367.0,16759.0,6.125,10.0
982,182319,WA,male,874.0,355,370.0,389,418.0,13393.0,4.04,10.0
983,130369,CO,F,1017.0,496,510.0,537,554.0,21385.0,18.17647059,50.0
984,147758,CA,F,5643.0,772,939.0,828,971.0,55164.0,13.33333333,25.0
985,18761,NC,female,714.0,425,434.0,419,432.0,13695.0,9.083333332999999,15.0
986,104234,MO,M,915.0,506,513.0,559,561.0,18191.0,9.142857142999999,18.0
987,30185,GA,F,748.0,352,372.0,369,423.0,13998.0,10.0,30.0
988,30907,GA,M,803.0,450,495.0,547,597.0,21132.0,15.0,15.0
989,105371,KS,F,208.0,201,242.0,255,296.0,11136.0,17.17647059,20.0
990,57058,KY,M,432.0,174,230.0,223,279.0,8763.0,11.1,25.0
991,160851,CA,M,1485.0,399,478.0,432,469.0,15254.0,12.875,16.0
992,163546,CA,M,4169.0,540,670.0,570,667.0,24535.0,11.85714286,15.0
993,176053,OR,M,0.0,0,0.0,0,0.0,0.0,9.0,12.0
994,149534,CA,F,5000.0,850,931.0,862,931.0,39028.0,25.0,30.0
995,156152,CA,F,1115.0,313,340.0,354,391.0,16625.0,11.4375,16.0
996,67177,MI,F,709.0,504,515.0,522,539.0,17801.0,9.9375,12.0
997,34475,FL,M,696.0,277,314.0,325,355.0,12415.0,20.4,20.0
998,114803,OK,F,911.0,384,496.0,497,613.0,31001.0,6.333333333,20.0
999,15332,NC,M,723.0,371,414.0,398,456.0,18915.0,6.538461539,10.0
0,119966,TX,F,321.0,225,264.0,243,281.0,9372.0,8.058823529,11.0
1,152470,CA,F,5725.0,610,763.0,698,807.0,53158.0,23.72727273,45.0
2,48527,AL,Male,931.0,407,502.0,439,496.0,17743.0,4.416666667,3.0
3,171528,CA,F,1895.0,317,389.0,405,471.0,17431.0,6.705882353,5.0
4,50122,Tennessee,F,715.0,318,340.0,352,370.0,12416.0,9.25,10.0
5,92293,IL,F,3359.0,878,897.0,934,973.0,35266.0,5.8,5.0
6,47191,AL,F,950.0,264,295.0,330,378.0,20090.0,4.142857143,5.0
7,89288,IL,F,1243.0,414,467.0,464,507.0,15884.0,10.4,15.0
8,101676,MO,M,1162.0,529,560.0,571,612.0,18860.0,10.125,15.0
9,30051,GA,F,359.0,205,260.0,250,292.0,9279.0,9.0,10.0
10,141500,NV,M,720.0,328,357.0,358,381.0,12646.0,11.6,18.0
11,21599,SC,M,1168.0,365,430.0,403,460.0,18128.0,5.0,7.0
12,110789,LA,F,324.0,129,204.0,226,277.0,9585.0,8.2,15.0
13,139512,NM,M,828.0,318,368.0,366,416.0,14887.0,20.0,20.0
14,142662,CA,F,1188.0,166,218.0,194,243.0,10014.0,8.333333333,10.0
15,82920,MN,F,915.0,469,514.0,514,566.0,17112.0,5.52631579,5.0
16,168186,CA,F,2412.0,549,534.0,564,549.0,16642.0,20.0,10.0
17,94503,IL,F,550.0,157,173.0,215,217.0,6493.0,12.5,10.0
18,167406,CA,F,4135.0,602,608.0,665,694.0,33830.0,7.0,7.0
19,170722,CA,F,2043.0,296,569.0,399,598.0,15530.0,13.8,20.0
20,101989,MO,F,523.0,314,330.0,327,350.0,11799.0,3.0625,5.0
21,66577,MI,F,2417.0,575,835.0,693,905.0,34152.0,10.5,10.0
22,33003,FL,F,831.0,242,286.0,281,333.0,19039.0,7.375,8.0
23,70216,MI,M,364.0,312,335.0,293,315.0,9474.0,9.25,20.0
24,43086,FL,F,795.0,352,406.0,397,444.0,18613.0,7.333333333,20.0
25,122110,TX,U,408.0,254,292.0,303,324.0,8051.0,4.9375,10.0
26,150684,CA,M,2476.0,366,453.0,470,537.0,15702.0,17.66666667,34.0
27,162341,CA,F,3693.0,358,393.0,393,442.0,16753.0,11.28571429,14.0
28,56407,KY,F,382.0,173,211.0,233,259.0,9037.0,10.64705882,20.0
29,188988,IN,F,667.0,243,311.0,298,351.0,12239.0,6.285714286,7.0
30,35581,FL,M,906.0,296,377.0,360,473.0,16729.0,10.42857143,15.0
31,46358,FL,M,715.0,362,371.0,388,408.0,12806.0,7.466666667,9.0
32,109533,LA,M,576.0,290,318.0,339,375.0,9596.0,7.5,25.0
33,81322,WI,male,335.0,209,252.0,268,311.0,9461.0,10.05555556,15.0
34,179275,WA,F,1424.0,419,446.0,477,506.0,16767.0,9.2,25.0
35,48691,AL,F,733.0,316,378.0,374,412.0,19790.0,10.0,20.0
36,24420,SC,F,1333.0,162,451.0,234,476.0,4738.0,8.625,12.0
37,165368,CA,M,3899.0,733,786.0,749,811.0,28586.0,33.33333333,20.0
38,41545,FL,M,658.0,373,392.0,417,436.0,14942.0,5.789473684,5.0
39,106235,KS,M,498.0,273,302.0,304,346.0,12893.0,5.0,5.0
40,133640,ID,M,793.0,359,372.0,464,505.0,19844.0,7.5,10.0
41,176443,OR,F,641.0,291,300.0,356,391.0,12815.0,14.0,10.0
42,190976,AZ,F,558.0,298,301.0,327,345.0,10331.0,14.77777778,20.0
43,145911,CA,F,3314.0,781,755.0,820,828.0,25608.0,11.66666667,10.0
44,32984,AP,Male,0.0,0,0.0,0,0.0,0.0,9.5,8.0
45,67541,MI,F,558.0,344,366.0,398,414.0,14032.0,6.363636364,7.0
46,86803,MT,female,419.0,184,214.0,253,279.0,9682.0,7.333333333,10.0
47,100324,MO,F,1783.0,577,603.0,609,653.0,26826.0,20.0,20.0
48,132444,CO,F,543.0,428,431.0,421,434.0,12010.0,15.0,20.0
49,107235,NE,M,1344.0,639,733.0,676,758.0,27610.0,7.214285714,11.0
50,67304,MI,F,1335.0,597,682.0,644,724.0,28770.0,22.25,20.0
51,82040,WI,male,493.0,213,248.0,258,294.0,10815.0,2.674418605,3.0
52,43674,FL,F,888.0,328,368.0,371,410.0,17342.0,5.714285714,10.0
53,159171,CA,F,1968.0,416,485.0,449,496.0,16541.0,9.4,15.0
54,64400,IN,M,1033.0,329,460.0,376,473.0,16482.0,15.0,21.0
55,11284,FL,M,934.0,324,391.0,404,478.0,17408.0,6.366666667,4.0
56,74419,MI,F,578.0,242,306.0,279,328.0,12451.0,9.857142857,10.0
57,55840,MS,M,406.0,240,243.0,255,265.0,6733.0,17.5,16.0
58,22176,NC,M,474.0,163,205.0,218,253.0,10597.0,9.133333333,12.0
59,25678,FL,M,721.0,302,339.0,335,365.0,12474.0,8.875,20.0
60,107569,NE,M,443.0,231,288.0,281,323.0,11042.0,36.11111111,50.0
61,70301,MI,F,841.0,334,409.0,378,462.0,17676.0,10.0,5.0
62,39020,FL,M,724.0,327,384.0,319,371.0,15784.0,12.5,21.0
63,125906,TX,F,924.0,414,443.0,427,438.0,14092.0,4.666666667,6.0
64,23934,SC,F,1056.0,405,498.0,444,485.0,15432.0,3.589285714,25.0
65,112751,OK,F,1017.0,672,700.0,647,673.0,18233.0,13.8,50.0
66,3651,MI,F,668.0,300,322.0,344,385.0,14567.0,25.83333333,25.0
67,1068,CA,F,3528.0,814,808.0,867,867.0,25564.0,6.162790698,5.0
68,120128,TX,F,417.0,277,300.0,258,326.0,10308.0,14.0,15.0
69,152092,CA,F,1232.0,203,229.0,241,267.0,10129.0,3.714285714,5.0
70,85913,SD,M,396.0,248,274.0,284,304.0,10419.0,9.727272727,14.0
71,43226,FL,M,764.0,269,307.0,317,353.0,13439.0,15.0,20.0
72,60738,IN,F,877.0,419,473.0,450,496.0,16981.0,5.25,5.0
73,60571,IN,M,696.0,354,402.0,407,472.0,15493.0,10.5,15.0
74,131913,CO,F,1109.0,513,587.0,606,636.0,20235.0,13.25,19.0
75,172140,CA,F,2099.0,588,609.0,610,643.0,19738.0,10.7,10.0
76,147753,CA,F,4778.0,792,981.0,849,987.0,35530.0,19.25,25.0
77,161856,CA,M,2264.0,430,441.0,404,392.0,16795.0,11.0,15.0
78,140611,NM,F,740.0,240,288.0,294,324.0,10701.0,4.375,4.0
79,30068,GA,F,573.0,250,295.0,285,316.0,9846.0,7.153846154,12.0
80,96175,IL,M,258.0,60,120.0,89,209.0,4884.0,5.555555556,5.0
81,727,IA,F,240.0,232,280.0,271,315.0,10744.0,2.260869565,2.0
82,188893,NC,M,701.0,297,335.0,405,468.0,15258.0,15.5,25.0
83,110425,LA,F,305.0,95,103.0,162,182.0,6104.0,13.33333333,20.0
84,54897,GA,F,1271.0,733,752.0,743,752.0,23282.0,15.09090909,20.0
85,173772,HI,F,1233.0,310,347.0,365,399.0,11450.0,7.923076923,10.0
86,25560,GA,F,802.0,479,488.0,531,555.0,16469.0,11.05882353,14.0
87,185886,WI,male,929.0,315,403.0,341,438.0,17069.0,5.142857143,5.0
88,175847,OR,F,2070.0,540,781.0,678,876.0,33467.0,5.5,10.0
89,29610,GA,M,387.0,191,221.0,285,325.0,11604.0,4.923076923,5.0
90,86926,MT,female,585.0,197,244.0,228,288.0,11955.0,8.8,15.0
91,179235,WA,male,1133.0,596,596.0,591,610.0,19287.0,9.0,12.0
92,8276,CA,M,5914.0,1490,1500.0,1275,1282.0,58689.0,12.63157895,15.0
93,27108,GA,F,656.0,304,309.0,308,312.0,14123.0,7.35,15.0
94,56860,KY,F,439.0,328,335.0,350,356.0,9955.0,11.25,24.0
95,157817,CA,F,2356.0,520,683.0,651,762.0,31180.0,11.28,11.0
96,135296,AZ,Female,967.0,254,359.0,287,408.0,19177.0,6.333333333,11.0
97,80995,WI,male,342.0,174,228.0,217,262.0,8356.0,5.857142857,5.0
98,95943,IL,M,435.0,353,399.0,345,373.0,13341.0,10.0,13.0
99,188141,FL,F,578.0,248,280.0,309,338.0,12336.0,14.42857143,25.0
100,13523,NV,F,463.0,177,189.0,221,233.0,8068.0,14.0,40.0
101,7518,WI,male,607.0,298,330.0,324,361.0,12279.0,4.842105263,5.0
102,7637,Tennessee,F,353.0,179,220.0,221,258.0,9059.0,9.0,10.0
103,40655,FL,M,810.0,295,373.0,374,430.0,19398.0,11.0,20.0
104,87505,MT,female,375.0,200,181.0,225,222.0,7976.0,8.388888889,8.0
105,176380,OR,M,865.0,459,536.0,530,615.0,21364.0,10.0,15.0
106,45367,FL,M,1172.0,455,502.0,487,525.0,18415.0,25.0,30.0
107,112496,AR,Female,1906.0,512,540.0,759,896.0,41437.0,8.125,10.0
108,119576,TX,M,916.0,505,571.0,496,571.0,18849.0,9.2,9.0
109,9923,TX,F,1234.0,363,456.0,441,561.0,21054.0,11.23529412,14.0
110,69963,MI,F,567.0,359,395.0,370,405.0,14794.0,23.125,25.0
111,32538,FL,F,752.0,346,367.0,374,413.0,14353.0,5.307692308,6.0
112,175139,OR,M,685.0,237,305.0,306,338.0,11659.0,10.0,15.0
113,138552,AZ,M,611.0,289,302.0,332,354.0,9529.0,10.30769231,10.0
114,160103,CA,F,0.0,0,0.0,0,0.0,0.0,5.25,5.0
115,152151,CA,M,1447.0,296,402.0,355,434.0,17489.0,23.85714286,42.0
116,174271,HI,M,2786.0,301,366.0,340,393.0,16808.0,15.83333333,18.0
117,41434,FL,M,782.0,435,437.0,443,451.0,14253.0,6.588235294,5.0
118,3312,WI,male,930.0,397,511.0,441,552.0,17794.0,11.44444444,15.0
119,120805,TX,F,693.0,332,339.0,367,390.0,15009.0,6.428571429,5.0
120,2889,OK,F,208.0,210,261.0,261,305.0,11711.0,3.181818182,3.0
121,162271,CA,M,4474.0,467,608.0,583,687.0,27544.0,10.0,15.0
122,74955,IA,F,334.0,165,193.0,219,268.0,10461.0,12.61290323,10.0
123,151846,CA,M,1234.0,284,276.0,308,284.0,8270.0,5.75,10.0
124,148546,CA,M,4286.0,811,910.0,883,947.0,33614.0,5.133333333,6.0
125,12837,IL,F,1072.0,547,597.0,555,636.0,17662.0,18.6,10.0
126,119868,TX,F,696.0,409,439.0,439,470.0,18427.0,10.42857143,10.0
127,185517,CA,M,1734.0,607,635.0,638,674.0,22234.0,8.571428571,10.0
128,441,IL,F,550.0,91,163.0,166,254.0,10050.0,5.5,10.0
129,132347,CA,M,3874.0,776,759.0,865,852.0,29217.0,14.0,20.0
130,127444,CO,M,759.0,270,307.0,316,352.0,13278.0,18.5,21.0
131,149767,CA,M,2105.0,535,555.0,557,578.0,17785.0,10.44444444,15.0
132,172315,CA,F,1368.0,379,416.0,487,528.0,23121.0,6.852941177,8.0
133,43001,FL,F,1167.0,267,274.0,323,349.0,14192.0,15.0,15.0
134,15416,NC,M,859.0,428,454.0,442,482.0,15841.0,20.0,30.0
135,141396,NV,M,1291.0,349,373.0,402,447.0,14894.0,10.5,10.0
136,137743,AZ,Female,962.0,349,379.0,419,487.0,20739.0,5.733333333,8.0
137,118487,TX,F,420.0,171,234.0,247,293.0,10643.0,15.0,20.0
138,33393,FL,F,1571.0,473,496.0,518,526.0,21109.0,22.5,10.0
139,79622,WI,F,842.0,463,469.0,492,493.0,15371.0,9.913043478,5.0
140,99209,IL,F,517.0,303,344.0,348,416.0,15032.0,2.578947368,3.0
141,23056,SC,F,1299.0,577,589.0,590,596.0,19461.0,4.0,12.5
142,105068,KS,U,731.0,354,370.0,398,423.0,14555.0,5.304347826,7.0
143,170479,CA,F,670.0,182,194.0,239,252.0,8448.0,8.857142857,10.0
144,135174,AZ,Female,593.0,230,319.0,272,317.0,11405.0,12.75,25.0
145,116669,TX,M,444.0,203,241.0,249,286.0,9449.0,5.8,10.0
146,126415,TX,M,509.0,237,262.0,263,291.0,9830.0,5.333333333,5.0
147,97736,IL,M,570.0,273,322.0,341,406.0,15035.0,8.0,15.0
148,132437,CO,F,516.0,231,252.0,275,295.0,10607.0,9.857142857,13.0
149,169198,CA,F,960.0,288,272.0,329,314.0,13094.0,23.75,25.0
150,126949,TX,F,0.0,0,0.0,0,0.0,0.0,10.5,10.0
151,24040,SC,M,781.0,357,375.0,373,408.0,13977.0,8.769230769,20.0
152,51692,Tennessee,F,829.0,345,394.0,404,432.0,16592.0,10.6,15.0
153,38539,FL,F,1458.0,275,446.0,427,597.0,34713.0,5.5,13.0
154,181462,WA,F,978.0,312,329.0,369,384.0,12859.0,15.33333333,23.0
155,153771,CA,F,2111.0,463,551.0,529,580.0,22198.0,20.0,25.0
156,25558,GA,M,899.0,489,503.0,503,513.0,16749.0,10.5,15.0
157,182916,WA,F,666.0,358,432.0,394,486.0,17162.0,20.0,25.0
158,162213,CA,M,5000.0,665,780.0,737,827.0,37898.0,10.30769231,7.0
159,177039,OR,F,620.0,232,288.0,284,331.0,11354.0,9.729166667,21.0
160,107264,NE,M,612.0,359,404.0,380,400.0,14320.0,13.0,20.0
161,60708,IN,U,482.0,344,429.0,401,447.0,13525.0,3.117647059,5.0
162,12234,CA,F,2247.0,357,425.0,430,500.0,18748.0,9.517241379,10.0
163,59240,IN,F,1395.0,575,580.0,687,704.0,24518.0,9.0,10.0
164,127028,TX,F,586.0,242,295.0,288,348.0,13539.0,9.142857143,18.0
165,72321,MI,M,628.0,310,344.0,337,369.0,12788.0,8.333333333,10.0
166,161309,CA,M,1601.0,329,351.0,453,492.0,14811.0,11.85714286,18.0
167,58991,KY,M,277.0,112,123.0,154,168.0,5611.0,20.0,10.0
168,136772,AZ,F,801.0,349,416.0,410,476.0,15610.0,12.22222222,19.0
169,190560,KS,M,220.0,181,238.0,220,272.0,9296.0,3.727272727,5.0
170,158022,CA,F,2380.0,420,490.0,567,586.0,32129.0,8.47826087,15.0
171,177260,OR,M,492.0,198,229.0,247,284.0,9629.0,5.916666667,2.0
172,179257,WA,male,1449.0,605,618.0,635,657.0,17504.0,6.666666667,10.0
173,13434,NC,M,1044.0,269,299.0,278,329.0,12648.0,10.10526316,15.0
174,45351,FL,F,969.0,356,390.0,401,460.0,18690.0,26.0,25.0
175,102534,AZ,M,1390.0,386,412.0,457,482.0,25272.0,12.55555556,10.0
176,134159,UT,F,693.0,343,357.0,367,383.0,9139.0,20.0,15.0
177,59746,IN,F,537.0,341,393.0,388,428.0,13705.0,4.848484849,4.0
178,102953,MO,F,652.0,236,309.0,303,372.0,13699.0,15.0,21.0
179,149598,CA,F,2679.0,564,600.0,595,592.0,25475.0,8.95,10.0
180,45968,FL,F,1155.0,328,399.0,399,458.0,15451.0,12.5,18.0
181,94486,IL,M,1358.0,447,481.0,470,501.0,18607.0,7.545454545,6.0
182,165641,CA,F,2192.0,364,425.0,407,487.0,17677.0,3.777777778,4.0
183,19779,NC,M,1285.0,608,636.0,640,676.0,23458.0,17.625,15.0
184,1249,IL,M,1435.0,423,473.0,485,517.0,18160.0,9.384615385,32.0
185,57119,KY,M,556.0,247,288.0,274,322.0,10031.0,10.54545455,20.0
186,158615,CA,F,2875.0,290,374.0,347,442.0,24936.0,10.0,15.0
187,153353,CA,F,885.0,207,171.0,263,220.0,6142.0,18.2,27.0
188,42686,FL,F,824.0,263,289.0,313,352.0,13532.0,20.0,20.0
189,71744,MI,M,727.0,148,383.0,260,463.0,18187.0,17.0,36.0
190,116608,TX,F,570.0,226,249.0,276,301.0,10637.0,10.0625,25.0
