,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
5574,SS54050,,16005.50507,,Basic,Bachelor,1/11/11,Employed,M,44901,Suburban,Married,70,15.0,56,2.0,2,Personal Auto,Personal L3,Offer1,Branch,460.806124,Four-Door Car,Small,A
5575,TN82637,Nevada,11236.31135,No,Basic,College,1/11/11,Employed,M,21636,Urban,Married,64,2.0,24,5.0,2,Personal Auto,Personal L2,Offer2,Branch,213.587367,Two-Door Car,Medsize,A
5576,IC41932,Nevada,4371.190437000000,No,Basic,College,1/4/11,Employed,M,56718,Suburban,Divorced,113,7.0,95,1.0,1,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize,A
5577,FN44127,Oregon,3508.569533,Yes,Extended,College,1/5/11,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L2,Offer2,Branch,1176.2788,,,A
5578,AW73065,Oregon,2791.906514,No,Basic,High School or Below,2/6/11,Unemployed,F,0,Suburban,Single,74,35.0,59,0.0,1,Personal Auto,Personal L1,Offer1,Agent,532.8,Four-Door Car,Small,nan
5579,NF78904,California,7370.6168400000000,No,Basic,Bachelor,1/12/11,Employed,F,67871,Rural,Married,61,1.0,21,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,10.475529,,,nan
5580,NM51858,Oregon,4668.043154,No,Basic,High School or Below,1/16/11,Employed,M,53252,Suburban,Married,117,1.0,76,0.0,1,Personal Auto,Personal L3,Offer2,Web,561.6,SUV,Medsize,nan
5581,AZ62651,Oregon,9951.707743,No,Premium,High School or Below,2/17/11,Employed,M,56855,Suburban,Single,255,12.0,1,0.0,1,Corporate Auto,Corporate L3,Offer4,Web,1836.0,Luxury SUV,Medsize,A
5582,ZI72165,Arizona,4981.825724,No,Basic,High School or Below,1/26/11,Employed,M,33176,Suburban,Married,63,22.0,75,0.0,3,Corporate Auto,Corporate L3,Offer3,Branch,302.4,Four-Door Car,Medsize,nan
5583,CZ20440,California,4291.056403000000,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Single,62,1.0,2,1.0,7,Corporate Auto,Corporate L2,Offer1,Agent,403.991524,Four-Door Car,Large,A
5584,ZF48094,Oregon,3339.853704,No,Extended,High School or Below,1/31/11,Employed,F,51032,Urban,Married,83,5.0,56,0.0,1,Personal Auto,Personal L1,Offer4,Web,349.954886,Four-Door Car,Medsize,A
5585,NJ21108,Oregon,5297.673655,No,Basic,Bachelor,1/4/11,Employed,F,33832,Suburban,Married,67,22.0,47,1.0,9,Corporate Auto,Corporate L3,Offer3,Branch,321.6,Four-Door Car,Small,nan
5586,WS46887,,20067.40315,,Premium,Bachelor,2/17/11,Employed,F,85165,Urban,Single,101,8.0,81,0.0,2,Personal Auto,Personal L2,Offer1,Branch,384.31404,,,A
5587,FL76894,Washington,4314.174392,No,Basic,High School or Below,2/8/11,Employed,M,33488,Urban,Married,110,7.0,61,0.0,1,Personal Auto,Personal L1,Offer2,Branch,316.876671,SUV,Medsize,nan
5588,GR76453,,4942.873707,,Basic,High School or Below,1/23/11,Employed,M,82093,Urban,Divorced,62,17.0,3,0.0,3,Personal Auto,Personal L2,Offer2,Branch,266.932542,Four-Door Car,Medsize,nan
5589,UI36374,Oregon,5470.060561,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20.0,11,0.0,1,Corporate Auto,Corporate L2,Offer2,Agent,702.990032,SUV,Medsize,nan
5590,DW37404,California,7858.047444,No,Basic,Bachelor,2/10/11,Employed,F,20532,Urban,Divorced,67,20.0,68,0.0,2,Personal Auto,Personal L2,Offer1,Branch,282.6574990000000,Four-Door Car,Large,A
5591,DC78147,Arizona,13727.79972,Yes,Extended,College,1/8/11,Unemployed,M,0,Suburban,Single,126,12.0,4,0.0,2,Personal Auto,Personal L2,Offer1,Agent,604.8,,,nan
5592,VM89271,Arizona,3844.569357,No,Extended,High School or Below,1/22/11,Employed,M,26262,Suburban,Married,97,,59,,1,Personal Auto,Personal L2,Offer4,Call Center,465.6,Four-Door Car,Small,A
5593,CB77819,California,4736.34799,No,Basic,High School or Below,2/10/11,Unemployed,M,0,Suburban,Single,65,,1,,3,Personal Auto,Personal L3,Offer1,Web,585.454243,Two-Door Car,Medsize,nan
5594,YK60829,Oregon,20096.89337,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17.0,15,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,379.029102,Two-Door Car,Large,nan
5595,KY21873,Arizona,5050.826183,No,Basic,College,2/25/11,Unemployed,M,0,Rural,Married,69,,45,,6,Personal Auto,Personal L1,Offer3,Agent,72.852047,Two-Door Car,Medsize,nan
5596,SI31236,Oregon,10171.33903,No,Basic,Bachelor,1/15/11,Employed,M,70200,Suburban,Divorced,65,25.0,10,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,312.0,Four-Door Car,Medsize,nan
5597,LX30483,California,3371.528475,No,Basic,College,2/1/11,Unemployed,F,0,Suburban,Single,102,2.0,36,3.0,1,Personal Auto,Personal L2,Offer1,Agent,489.6,SUV,Medsize,nan
5598,TU82820,California,4475.1618980000000,No,Basic,Master,1/6/11,Employed,M,73019,Suburban,Divorced,112,21.0,40,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Large,nan
5599,NA45983,Arizona,2877.813846,No,Basic,College,1/12/11,Employed,M,38870,Rural,Divorced,74,3.0,89,0.0,1,Special Auto,Special L1,Offer1,Agent,145.365072,Four-Door Car,Small,nan
5600,NE49052,California,6618.016423,No,Extended,High School or Below,2/7/11,Medical Leave,F,20068,Urban,Married,86,8.0,28,0.0,3,Corporate Auto,Corporate L2,Offer1,Web,411.011162,Four-Door Car,Medsize,A
5601,QH46481,Washington,7700.619936,No,Basic,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,73,18.0,16,1.0,2,Corporate Auto,Corporate L1,Offer1,Branch,792.8684480000000,Four-Door Car,Medsize,nan
5602,GV19121,Oregon,3341.6835,No,Basic,College,2/10/11,Unemployed,M,0,Suburban,Single,69,9.0,72,5.0,3,Personal Auto,Personal L3,Offer4,Branch,331.2,Two-Door Car,Large,A
5603,KN24990,Arizona,41491.74481,No,Basic,College,1/14/11,Employed,M,37748,Suburban,Married,181,21.0,22,2.0,2,Personal Auto,Personal L2,Offer1,Web,868.8,Luxury Car,Small,A
5604,HH23204,California,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1.0,9,0.0,1,Personal Auto,Personal L1,Offer2,Branch,333.696228,Two-Door Car,Medsize,nan
5605,DL20327,Oregon,7635.554626,No,Basic,College,1/8/11,Employed,F,54539,Urban,Married,63,5.0,74,0.0,2,Personal Auto,Personal L2,Offer3,Agent,287.453171,Four-Door Car,Medsize,nan
5606,OL72669,Arizona,10033.28281,No,Premium,Bachelor,2/7/11,Unemployed,M,0,Suburban,Single,146,5.0,84,0.0,3,Corporate Auto,Corporate L3,Offer1,Call Center,1404.845849,SUV,Medsize,nan
5607,XA55917,,8533.832013,,Basic,College,2/28/11,Disabled,F,26049,Suburban,Married,113,10.0,15,1.0,9,Personal Auto,Personal L1,Offer1,Web,619.165344,SUV,Medsize,A
5608,KL27677,Nevada,10793.75704,No,Extended,College,1/30/11,Employed,F,24195,Urban,Married,90,32.0,70,0.0,2,Personal Auto,Personal L3,Offer1,Branch,360.269404,Two-Door Car,Large,nan
5609,WM46083,Arizona,2393.813375,No,Basic,Master,2/21/11,Employed,M,58237,Urban,Divorced,63,34.0,22,3.0,1,Personal Auto,Personal L2,Offer4,Branch,273.691831,Two-Door Car,Medsize,A
5610,WQ18638,Oregon,5426.863953,No,Basic,High School or Below,2/25/11,Employed,M,23105,Suburban,Married,69,,21,,3,Personal Auto,Personal L3,Offer2,Agent,331.2,Two-Door Car,Small,nan
5611,UX94928,Arizona,10551.1476,No,Basic,High School or Below,2/14/11,Employed,M,50941,Suburban,Single,69,17.0,46,0.0,2,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,Small,nan
5612,OX24868,California,6021.842473,No,Premium,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,168,11.0,46,0.0,1,Personal Auto,Personal L3,Offer1,Agent,1476.670903,SUV,Medsize,nan
5613,KW59167,Oregon,6521.368813,Yes,Extended,College,1/9/11,Employed,F,72608,Suburban,Married,82,26.0,19,3.0,8,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Medsize,nan
5614,JS42382,Oregon,6172.914199,No,Extended,Master,1/27/11,Employed,M,99960,Suburban,Married,76,19.0,83,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,364.8,Four-Door Car,Small,nan
5615,KS45476,Washington,15626.28021,No,Extended,High School or Below,2/10/11,Employed,F,50461,Suburban,Single,131,22.0,89,0.0,2,Personal Auto,Personal L3,Offer1,Agent,810.06514,Sports Car,Large,A
5616,GP56044,Washington,27440.611010000000,No,Extended,High School or Below,1/22/11,Employed,M,84306,Suburban,Married,137,16.0,37,0.0,2,Personal Auto,Personal L3,Offer2,Agent,863.413385,SUV,Large,nan
5617,UK45178,California,2224.555883,No,Basic,Bachelor,2/12/11,Unemployed,F,0,Suburban,Single,67,1.0,77,1.0,1,Personal Auto,Personal L1,Offer1,Agent,482.4,Two-Door Car,Small,A
5618,XA55917,California,8533.832013,No,Basic,College,2/28/11,Disabled,F,26049,Suburban,Married,113,10.0,15,1.0,9,Personal Auto,Personal L1,Offer1,Web,619.165344,SUV,Medsize,A
5619,PE66545,,2545.518369000000,,Basic,Bachelor,2/1/11,Employed,M,29250,Suburban,Married,64,27.0,30,0.0,1,Personal Auto,Personal L3,Offer4,Agent,308.240792,Two-Door Car,Small,nan
5620,SP58110,California,4923.1816900000000,No,Basic,Bachelor,1/16/11,Employed,F,61469,Suburban,Married,63,16.0,65,5.0,3,Personal Auto,Personal L3,Offer3,Branch,302.4,Four-Door Car,Small,nan
5621,NM70181,Oregon,3585.942995000000,No,Extended,Master,1/15/11,Employed,M,25748,Rural,Married,90,9.0,23,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,117.871165,Four-Door Car,Medsize,A
5622,HX31231,Arizona,8183.592208,No,Premium,Bachelor,2/1/11,Medical Leave,F,24345,Suburban,Married,106,15.0,21,0.0,3,Corporate Auto,Corporate L3,Offer2,Call Center,637.695945,Four-Door Car,Medsize,nan
5623,KT38145,California,4787.472973,No,Basic,College,1/30/11,Unemployed,F,0,Suburban,Married,64,17.0,84,0.0,3,Personal Auto,Personal L2,Offer2,Agent,360.110955,Four-Door Car,Medsize,nan
5624,NK82261,California,3199.703983,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,94,6.0,61,0.0,1,Personal Auto,Personal L3,Offer1,Agent,1121.876091,Two-Door Car,Large,nan
5625,HG97353,Oregon,8679.838135,No,Premium,Bachelor,1/4/11,Employed,F,52717,Rural,Married,109,5.0,60,0.0,8,Corporate Auto,Corporate L2,Offer3,Agent,60.151529,Four-Door Car,Medsize,nan
5626,RE68901,Washington,5635.746396000000,No,Basic,College,2/26/11,Employed,F,20303,Suburban,Married,71,,84,,3,Corporate Auto,Corporate L3,Offer1,Branch,340.8,Four-Door Car,Small,nan
5627,RQ99149,California,2748.851081,No,Basic,Master,1/14/11,Employed,M,32437,Suburban,Married,69,4.0,73,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,473.361602,Two-Door Car,Medsize,A
5628,DJ51510,Arizona,9322.08512,No,Premium,High School or Below,2/10/11,Employed,F,70435,Rural,Married,116,,50,,4,Personal Auto,Personal L3,Offer3,Agent,67.881546,Four-Door Car,Medsize,A
5629,WJ44028,California,9840.082616,No,Extended,Master,1/23/11,Employed,M,94590,Suburban,Married,81,26.0,31,0.0,2,Personal Auto,Personal L3,Offer2,Web,388.8,Two-Door Car,Medsize,nan
5630,LA35379,Oregon,2954.387586,No,Basic,Master,1/8/11,Employed,F,62461,Rural,Married,73,15.0,7,0.0,1,Personal Auto,Personal L1,Offer2,Agent,129.26740800000000,Four-Door Car,Small,nan
5631,CL38926,Oregon,7198.415033,No,Basic,Bachelor,2/15/11,Medical Leave,M,10458,Suburban,Single,102,11.0,29,0.0,4,Corporate Auto,Corporate L3,Offer2,Call Center,489.6,SUV,Medsize,nan
5632,CS51928,Arizona,4508.8629330000000,No,Basic,Bachelor,2/8/11,Employed,M,83777,Urban,Married,112,18.0,74,0.0,1,Personal Auto,Personal L3,Offer1,Branch,377.354191,Sports Car,Small,nan
5633,LG98245,Nevada,3823.853815,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Suburban,Single,108,32.0,95,0.0,1,Personal Auto,Personal L3,Offer1,Agent,777.6,SUV,Medsize,A
5634,EU98982,Arizona,7600.443798,No,Basic,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,110,17.0,58,2.0,3,Personal Auto,Personal L3,Offer2,Branch,796.987409,SUV,Medsize,nan
5635,PD69398,Washington,21710.275380000000,No,Extended,College,2/26/11,Employed,M,62370,Rural,Married,94,4.0,10,2.0,2,Corporate Auto,Corporate L1,Offer2,Call Center,32.00761,Four-Door Car,Medsize,nan
5636,GR26937,Oregon,9805.829614,No,Extended,Master,2/1/11,Employed,F,47197,Rural,Married,81,19.0,91,0.0,2,Corporate Auto,Corporate L2,Offer2,Agent,76.11261800000000,Four-Door Car,Medsize,nan
5637,IH20118,Oregon,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22.0,13,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,nan
5638,FZ13256,California,2670.797821,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Single,72,18.0,41,0.0,1,Corporate Auto,Corporate L1,Offer1,Web,366.2772240000000,Four-Door Car,Medsize,nan
5639,EZ60033,California,3200.7954050000000,No,Extended,Bachelor,1/12/11,Unemployed,F,0,Suburban,Married,86,8.0,37,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,Small,A
5640,OD63728,,4558.498445,,Basic,College,2/4/11,Unemployed,F,0,Suburban,Single,65,24.0,93,0.0,9,Personal Auto,Personal L3,Offer1,Agent,312.0,Two-Door Car,Medsize,A
5641,BY88565,California,5219.7540450000000,No,Basic,College,2/23/11,Employed,F,48203,Suburban,Divorced,66,20.0,47,0.0,6,Personal Auto,Personal L2,Offer4,Call Center,413.238845,Four-Door Car,Medsize,nan
5642,GY99495,Oregon,6172.392406,No,Extended,Master,2/14/11,Unemployed,M,0,Suburban,Divorced,84,6.0,93,0.0,7,Corporate Auto,Corporate L3,Offer1,Web,403.2,Four-Door Car,Medsize,nan
5643,OM82309,California,58166.55351000000,No,Basic,Bachelor,2/27/11,Employed,M,61321,Rural,Single,186,0.0,30,1.0,2,Personal Auto,Personal L3,Offer2,Branch,427.63121,,,nan
5644,JQ93340,Nevada,5459.216794,No,Basic,High School or Below,2/22/11,Employed,M,83208,Urban,Married,68,10.0,93,0.0,4,Special Auto,Special L2,Offer2,Call Center,325.866271,Four-Door Car,Small,A
5645,GI68556,California,15147.93055,No,Basic,Bachelor,2/16/11,Employed,F,41082,Rural,Married,63,23.0,94,0.0,2,Personal Auto,Personal L2,Offer3,Web,106.647493,Two-Door Car,Medsize,nan
5646,FB76635,Oregon,4296.604128,No,Basic,College,1/27/11,Employed,F,61737,Urban,Married,107,21.0,65,0.0,1,Personal Auto,Personal L3,Offer1,Branch,495.670802,Sports Car,Medsize,A
5647,RF61565,,2636.97773,,Basic,College,1/29/11,Employed,M,31911,Suburban,Married,67,33.0,27,0.0,1,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,Medsize,A
5648,KL39986,Arizona,19278.81715,No,Basic,High School or Below,1/5/11,Unemployed,F,0,Suburban,Single,61,12.0,77,0.0,2,Personal Auto,Personal L3,Offer3,Branch,366.604732,Two-Door Car,Medsize,A
5649,LI72489,Nevada,15306.22493,No,Premium,Bachelor,2/26/11,Employed,M,46338,Rural,Married,193,24.0,68,0.0,9,Corporate Auto,Corporate L3,Offer4,Web,19.46445,SUV,Medsize,A
5650,JN33628,California,12316.79698,No,Premium,Bachelor,2/22/11,Unemployed,M,0,Suburban,Married,167,30.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Branch,1985.999807,SUV,Small,A
5651,HT92952,California,8838.085637,Yes,Basic,Bachelor,1/21/11,Employed,M,82664,Rural,Married,114,24.0,10,3.0,9,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,Medsize,nan
5652,QQ26855,California,8879.790017,Yes,Basic,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Personal Auto,Personal L3,Offer1,Agent,528.2008600000000,SUV,Small,A
5653,JE71423,Washington,3331.445625,No,Extended,College,2/20/11,Employed,M,73695,Suburban,Married,84,28.0,84,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,403.2,Four-Door Car,Medsize,nan
5654,ZM70632,California,5498.753121,No,Extended,Bachelor,1/19/11,Employed,F,60668,Urban,Married,138,18.0,92,0.0,1,Personal Auto,Personal L3,Offer3,Branch,553.699596,SUV,Medsize,A
5655,BR44176,California,4669.22664,Yes,Premium,High School or Below,2/14/11,Employed,F,76157,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,556.8,Two-Door Car,Small,A
5656,MV93555,Oregon,11058.22493,No,Extended,High School or Below,1/14/11,Employed,F,69792,Suburban,Single,137,1.0,95,0.0,3,Personal Auto,Personal L3,Offer2,Web,696.757797,SUV,Medsize,A
5657,LE96510,Oregon,2767.5949,No,Basic,High School or Below,1/30/11,Unemployed,F,0,Suburban,Married,74,0.0,52,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,355.2,Four-Door Car,Small,A
5658,QU40939,Arizona,9575.7578,No,Extended,College,2/6/11,Unemployed,F,0,Suburban,Single,88,3.0,64,0.0,2,Personal Auto,Personal L3,Offer4,Web,633.6,Four-Door Car,Medsize,nan
5659,GD59796,Nevada,23228.23674,No,Premium,College,2/15/11,Employed,F,53243,Suburban,Single,102,,96,,2,Personal Auto,Personal L3,Offer1,Agent,489.6,Four-Door Car,Small,nan
5660,UB17669,Nevada,2359.423599,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22.0,96,0.0,1,Personal Auto,Personal L3,Offer1,Web,352.394515,Four-Door Car,Medsize,nan
5661,RP12388,Arizona,12379.56803,No,Basic,Bachelor,1/15/11,Employed,M,39886,Urban,Married,64,34.0,59,1.0,2,Personal Auto,Personal L3,Offer3,Web,290.359207,Two-Door Car,Medsize,nan
5662,BR13613,Oregon,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21.0,35,0.0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,A
5663,HY25004,Arizona,4549.079221,No,Basic,High School or Below,1/10/11,Unemployed,F,0,Suburban,Married,62,12.0,53,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,639.7583140000000,Two-Door Car,Medsize,nan
5664,XX89213,Nevada,8712.157741000000,No,Extended,Master,1/21/11,Employed,F,68516,Rural,Married,216,17.0,0,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,95.693949,Luxury SUV,Medsize,A
5665,WV76014,,2540.407726000000,,Basic,Doctor,1/16/11,Employed,M,70125,Rural,Single,64,21.0,77,0.0,1,Special Auto,Special L2,Offer2,Branch,92.813396,Four-Door Car,Medsize,A
5666,MY23958,California,7577.065297,No,Basic,Bachelor,2/6/11,Unemployed,M,0,Suburban,Single,116,20.0,9,2.0,6,Personal Auto,Personal L3,Offer2,Branch,835.2,Sports Car,Medsize,A
5667,SS12362,California,12779.06199,No,Extended,High School or Below,1/6/11,Unemployed,M,0,Suburban,Single,88,16.0,8,0.0,2,Special Auto,Special L3,Offer2,Agent,633.6,Four-Door Car,Medsize,nan
5668,EO99750,Nevada,7256.576235000000,No,Premium,Master,2/25/11,Employed,F,29053,Rural,Married,181,34.0,52,0.0,1,Personal Auto,Personal L3,Offer3,Web,404.95431,Sports Car,Small,A
5669,KN27565,Oregon,7639.670244,No,Basic,Master,1/23/11,Employed,M,34075,Rural,Single,196,8.0,87,0.0,1,Special Auto,Special L2,Offer3,Agent,451.896687,Luxury SUV,Small,nan
5670,IN78205,Arizona,8329.039004,No,Basic,College,1/23/11,Unemployed,F,0,Suburban,Single,118,18.0,9,0.0,3,Personal Auto,Personal L1,Offer1,Agent,849.6,SUV,Medsize,A
5671,LK57934,Nevada,10569.62547,No,Extended,Bachelor,2/1/11,Employed,M,45776,Rural,Married,89,2.0,17,0.0,2,Personal Auto,Personal L2,Offer1,Agent,95.95081,Four-Door Car,Medsize,A
5672,KO46064,California,2730.20294,No,Basic,Bachelor,2/25/11,Employed,M,46135,Rural,Married,69,12.0,68,0.0,1,Personal Auto,Personal L3,Offer1,Agent,103.935601,Four-Door Car,Medsize,A
5673,UN98304,Oregon,6880.633890000000,No,Basic,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,66,24.0,48,0.0,2,Corporate Auto,Corporate L3,Offer1,Web,475.2,Four-Door Car,Small,nan
5674,ZU71467,Arizona,5460.315095,No,Basic,Bachelor,1/10/11,Employed,M,45404,Urban,Married,70,13.0,11,2.0,6,Corporate Auto,Corporate L3,Offer4,Web,266.144648,Two-Door Car,Medsize,nan
5675,MI62456,Arizona,2867.312197,Yes,Extended,Bachelor,1/3/11,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,374.4,Four-Door Car,Medsize,nan
5676,OH15780,California,12280.76661,Yes,Premium,College,1/1/11,Employed,M,88340,Suburban,Married,102,16.0,1,0.0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,Two-Door Car,Medsize,A
5677,IA11038,Oregon,8845.710917,No,Basic,College,1/20/11,Employed,F,77077,Urban,Single,112,11.0,51,0.0,7,Personal Auto,Personal L2,Offer2,Call Center,528.047506,SUV,Medsize,nan
5678,KD63998,California,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,,89,,1,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,Small,nan
5679,MR33456,Washington,8093.898245,No,Basic,High School or Below,2/13/11,Employed,M,59839,Suburban,Single,107,8.0,52,2.0,8,Personal Auto,Personal L2,Offer2,Agent,513.6,SUV,Medsize,nan
5680,DH13219,Washington,3402.777293,No,Extended,Bachelor,1/28/11,Employed,M,57428,Suburban,Married,85,34.0,40,1.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,414.649796,Four-Door Car,Medsize,nan
5681,UD99395,Oregon,4474.48438,No,Basic,High School or Below,2/22/11,Employed,M,84927,Suburban,Married,112,27.0,83,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,537.6,SUV,Small,nan
5682,SP63623,,4692.098956,,Basic,College,1/3/11,Unemployed,M,0,Suburban,Single,69,31.0,89,0.0,5,Personal Auto,Personal L2,Offer1,Agent,506.92275,Four-Door Car,Large,nan
5683,QD86074,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20.0,44,0.0,9,Corporate Auto,Corporate L1,Offer2,Web,542.4,Four-Door Car,Large,A
5684,XX37955,Nevada,14002.37819,No,Basic,College,2/22/11,Employed,M,67627,Suburban,Married,117,5.0,43,0.0,2,Corporate Auto,Corporate L2,Offer4,Call Center,561.6,SUV,Medsize,nan
5685,SX98462,Oregon,7155.337765,No,Basic,College,2/28/11,Disabled,M,16916,Suburban,Married,64,31.0,31,0.0,2,Personal Auto,Personal L2,Offer3,Agent,377.512951,Four-Door Car,Medsize,nan
5686,FW43809,Oregon,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Medsize,nan
5687,RN36393,California,15114.40241,Yes,Basic,High School or Below,1/19/11,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L2,Offer2,Call Center,480.0,SUV,Medsize,nan
5688,ST99840,Nevada,7486.019078,No,Basic,Bachelor,2/16/11,Unemployed,F,0,Suburban,Divorced,71,14.0,62,0.0,2,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Four-Door Car,Medsize,nan
5689,VL34577,Oregon,2596.1852,No,Basic,High School or Below,2/9/11,Unemployed,F,0,Suburban,Single,72,3.0,65,0.0,1,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize,A
5690,SR38658,Arizona,12231.87968,No,Basic,High School or Below,2/8/11,Employed,M,43244,Suburban,Married,103,15.0,16,0.0,2,Personal Auto,Personal L2,Offer4,Agent,494.4,Sports Car,Medsize,A
5691,PZ98142,Arizona,13494.76017,No,Extended,College,1/26/11,Unemployed,F,0,Suburban,Single,132,13.0,33,0.0,2,Personal Auto,Personal L2,Offer3,Branch,950.4,SUV,Medsize,A
5692,WY43888,Washington,16525.38067,No,Basic,High School or Below,1/17/11,Employed,M,24414,Suburban,Married,104,,80,,2,Personal Auto,Personal L1,Offer2,Call Center,499.2,SUV,Medsize,nan
5693,DA79544,Oregon,2551.349248,No,Basic,Bachelor,2/1/11,Employed,M,88126,Rural,Married,64,27.0,71,1.0,1,Personal Auto,Personal L1,Offer2,Branch,151.97315600000000,Four-Door Car,Medsize,A
5694,IR45546,Oregon,10529.84867,No,Extended,Bachelor,1/18/11,Employed,F,37518,Urban,Married,131,35.0,91,0.0,6,Special Auto,Special L3,Offer1,Branch,472.85093200000000,Sports Car,Medsize,A
5695,XU56756,Oregon,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L1,Offer3,Agent,86.46158200000000,Four-Door Car,Medsize,A
5696,TU72516,Oregon,5608.172012,No,Basic,College,2/10/11,Disabled,F,20392,Suburban,Married,73,23.0,85,0.0,9,Personal Auto,Personal L1,Offer2,Branch,350.4,Four-Door Car,Medsize,A
5697,SH93005,California,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,,35,,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,Medsize,nan
5698,PS31050,Washington,21404.35885,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,69,35.0,79,0.0,2,Personal Auto,Personal L3,Offer1,Branch,496.8,Four-Door Car,Medsize,nan
5699,YV73432,Oregon,23187.14574,No,Basic,College,2/2/11,Employed,M,58466,Suburban,Married,66,7.0,79,1.0,2,Personal Auto,Personal L3,Offer4,Branch,316.8,,,nan
5700,LR82946,Oregon,6617.139741,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Single,195,20.0,61,0.0,1,Personal Auto,Personal L3,Offer3,Branch,1404.0,Luxury SUV,Medsize,A
5701,SJ30138,California,4145.0234,No,Basic,High School or Below,1/2/11,Unemployed,M,0,Suburban,Divorced,118,12.0,88,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,566.4,SUV,Medsize,nan
5702,ZI47098,California,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34.0,74,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,nan
