,response,coverage,education,policy_type,policy,vehicle_size,year,month,day,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount
5451,0,0,0,0,2,1,2011,2,2,2853.512645,38798,72,24,48,0,1,332.945455
5452,0,0,1,0,2,1,2011,2,22,8543.325539,0,117,0,6,0,4,561.6
5453,0,0,1,0,2,2,2011,1,5,5150.416511,65629,64,21,28,0,3,89.411365
5454,0,0,3,0,2,1,2011,1,3,8723.667123,33291,73,30,2,1,2,172.226165
5455,0,1,2,0,2,1,2011,2,22,16477.47799,57264,84,0,30,1,2,129.249842
5456,0,0,1,0,2,1,2011,1,14,26338.58626,60970,110,20,10,0,2,94.496547
5457,0,0,2,1,5,1,2011,2,21,4244.470352,34220,109,23,71,1,1,523.2
5458,1,0,3,0,2,0,2011,1,31,5757.442258,88997,72,9,71,0,3,174.041566
5459,0,0,4,0,2,2,2011,2,20,4826.831451,18779,63,10,65,0,4,215.255721
5460,1,0,2,1,5,1,2011,2,5,8092.87696,50825,102,3,46,0,3,369.614729
5461,0,1,0,0,2,1,2011,1,17,3011.270628,0,86,18,41,0,1,569.130423
5462,0,0,0,0,0,1,2011,2,22,8663.919296,29218,72,33,40,0,2,502.369442
5463,1,0,0,2,8,1,2011,1,15,2471.528431,95697,61,16,55,0,1,114.273025
5464,0,0,4,0,2,1,2011,1,21,5627.297887,61486,70,2,65,0,3,334.13351
5465,0,0,1,0,2,1,2011,2,6,7494.087341,0,68,6,25,0,2,326.4
5466,0,0,1,0,2,1,2011,1,12,5452.625449,17723,72,3,40,0,3,345.6
5467,1,0,0,0,1,0,2011,1,2,2592.437797,72421,65,8,23,0,1,312.0
5468,0,1,2,0,2,1,2011,1,29,6721.893743,36510,84,10,36,0,6,286.781601
5469,0,0,1,0,2,1,2011,2,19,5500.576161,35396,70,32,12,0,3,336.0
5470,0,0,2,2,7,1,2011,2,10,2550.659053,69230,63,31,13,0,1,283.241868
5471,0,2,3,1,3,1,2011,2,1,7771.582097,28054,195,1,63,1,1,571.663256
5472,0,2,2,0,1,0,2011,2,2,4236.301454,25866,109,20,56,0,1,523.2
5473,0,2,1,0,1,1,2011,1,17,9025.067525,23675,117,4,31,0,7,707.925645
5474,0,0,3,0,0,1,2011,2,3,2615.911934,0,71,22,45,0,1,340.8
5475,1,0,1,0,2,2,2011,1,10,2396.219292,0,66,6,71,2,1,433.160284
5476,0,0,1,0,2,1,2011,1,3,4784.416267,0,68,16,81,0,6,326.4
5477,1,0,2,0,2,1,2011,1,20,3873.647046,28142,105,18,50,0,1,701.708239
5478,0,0,2,1,5,1,2011,2,27,7806.137458,23706,68,1,56,1,2,326.4
5479,0,1,2,0,0,2,2011,1,26,4717.625727,0,131,0,80,0,1,628.8
5480,0,1,1,1,5,0,2011,1,17,5625.908671,0,85,34,31,0,3,872.203927
5481,0,0,3,0,0,2,2011,2,2,5182.941518,83527,64,19,27,1,3,39.127298
5482,1,1,0,0,2,1,2011,1,12,6005.214792,26876,76,17,72,0,8,364.8
5483,0,1,0,1,5,1,2011,2,16,9837.507586,55099,122,33,86,0,3,260.265417
5484,0,0,2,0,2,0,2011,2,2,5206.028448,71661,65,7,92,0,4,312.0
5485,0,1,1,0,0,1,2011,1,17,36293.14678,18047,242,5,50,0,2,1350.379181
5486,0,0,2,0,2,1,2011,2,28,2837.109178,90893,70,8,82,0,1,70.712507
5487,0,2,2,0,1,1,2011,1,27,11785.04181,90016,102,28,34,4,2,20.405935
5488,0,1,1,0,2,1,2011,2,19,3124.933827,81285,81,18,2,2,1,441.765368
5489,0,0,1,0,1,2,2011,2,21,13862.10016,96950,115,20,74,0,2,633.132017
5490,0,0,4,2,6,1,2011,1,22,8200.269735,24814,69,31,48,0,2,331.2
5491,0,1,0,1,5,1,2011,1,14,8456.268179,0,90,14,16,3,2,648.0
5492,0,0,1,0,2,1,2011,1,23,2124.173841,0,61,17,14,1,1,60.5975
5493,0,2,3,0,1,1,2011,1,6,9045.111945,52572,113,30,22,0,3,441.623031
5494,0,1,4,1,4,2,2011,2,9,3187.351993,0,85,27,29,0,1,595.160486
5495,0,0,0,1,5,1,2011,1,4,8113.962284,41701,68,16,74,0,2,64.646458
5496,0,0,2,0,2,1,2011,1,28,34039.05613,0,104,26,66,0,2,499.2
5497,0,1,0,1,4,1,2011,1,5,9087.586819,0,80,7,77,0,2,384.0
5498,0,0,1,1,5,1,2011,2,7,12519.79639,34179,107,15,26,0,2,770.4
5499,1,1,1,0,1,1,2011,2,14,6057.07208,27681,83,13,62,0,9,398.4
5500,0,0,1,1,5,0,2011,1,29,4967.044248,0,73,34,2,0,4,359.35328
5501,0,0,1,0,2,1,2011,1,10,6933.335325,0,70,19,66,1,2,504.0
5502,0,0,0,0,2,1,2011,1,15,22399.12944,78494,69,21,53,0,2,78.189401
5503,0,0,2,0,2,1,2011,1,12,2162.417356,0,66,18,95,2,1,316.8
5504,0,2,1,0,2,0,2011,1,16,21776.5819,56044,182,27,32,0,2,952.849701
5505,1,0,2,0,2,1,2011,1,11,9095.049868,37937,116,11,42,0,5,556.8
5506,0,0,0,0,1,1,2011,2,24,4228.248035,77853,106,12,76,0,1,165.237444
5507,1,1,2,0,0,1,2011,1,9,6521.368813,72608,82,26,19,3,8,393.6
5508,0,1,0,0,2,1,2011,1,28,10209.02324,36568,128,28,34,0,6,978.621302
5509,0,0,0,0,2,1,2011,1,13,7600.443798,0,110,17,58,2,3,796.987409
5510,0,1,1,1,5,1,2011,1,4,3894.623983,59578,98,1,50,1,1,403.67601
5511,0,0,0,0,1,1,2011,2,26,8510.758196,26032,109,18,25,0,3,638.098653
5512,0,0,0,1,5,0,2011,1,22,2712.832687,39618,68,0,55,0,1,326.4
5513,0,0,0,0,2,1,2011,1,2,2258.793954,0,65,8,47,0,1,625.483498
5514,0,1,2,2,7,0,2011,2,9,4815.851943,59438,124,33,55,0,1,562.667789
5515,1,0,0,0,2,1,2011,1,2,8007.399376,0,112,12,93,0,3,537.6
5516,0,1,1,0,2,1,2011,1,7,3008.969524,0,87,2,55,0,1,401.484738
5517,1,0,1,0,2,1,2011,1,21,2530.705137,89451,63,11,2,0,1,61.769564
5518,0,1,0,0,2,1,2011,1,3,10787.11572,44695,91,26,88,0,2,147.954285
5519,0,2,0,0,2,1,2011,1,16,11923.75365,24581,101,2,86,0,2,484.8
5520,0,0,1,0,1,1,2011,1,4,5186.359717,0,73,27,95,1,6,194.944319
5521,0,1,1,1,4,1,2011,1,19,10103.64886,72334,129,26,66,3,6,412.829624
5522,0,1,0,0,1,1,2011,2,17,6438.995346,19831,83,8,88,0,7,398.4
5523,0,1,0,0,2,1,2011,2,8,3909.636524,40361,98,3,98,0,1,71.169255
5524,0,2,1,0,1,1,2011,1,31,13211.01092,74656,111,0,6,0,2,504.365927
5525,0,1,3,0,0,1,2011,1,5,14616.36817,25358,126,1,13,0,2,750.58561
5526,0,1,1,1,5,1,2011,2,10,3732.345012,35461,95,26,57,1,1,9.214343
5527,0,1,4,0,2,1,2011,1,21,8750.643581,59047,76,2,73,3,2,364.8
5528,0,1,2,0,1,0,2011,1,24,10662.63422,62409,89,16,50,0,2,392.686432
5529,1,1,2,0,2,1,2011,1,6,3861.486269,93272,95,3,54,0,1,281.110788
5530,0,1,2,0,2,1,2011,1,18,9807.829589,0,135,18,48,0,4,970.456654
5531,0,1,1,0,2,1,2011,1,29,3252.828464,20166,83,19,28,0,1,398.4
5532,0,0,0,0,0,0,2011,2,11,2711.899826,0,74,13,68,0,1,355.2
5533,1,0,1,0,1,1,2011,2,9,2453.570794,29735,69,3,92,0,1,331.2
5534,0,0,0,1,5,1,2011,1,1,11228.28966,0,64,1,63,0,2,772.83851
5535,0,0,0,0,2,1,2011,1,17,23020.89147,97460,114,20,62,0,2,660.135987
5536,0,0,2,0,0,1,2011,1,21,2458.447909,57564,63,5,48,1,1,302.4
5537,0,1,1,2,7,1,2011,1,15,11160.07706,33232,94,21,81,0,2,435.527845
5538,0,2,2,0,0,1,2011,2,9,13118.74322,11854,113,19,64,0,2,807.721213
5539,0,1,2,0,2,1,2011,1,8,6120.185345,23843,79,1,42,0,5,344.693511
5540,0,2,2,0,1,1,2011,2,14,13881.03947,17961,181,28,51,0,3,476.707749
5541,0,0,2,0,1,1,2011,1,30,4787.472973,0,64,17,84,0,3,360.110955
5542,0,0,2,0,2,1,2011,2,12,8177.048957,54695,103,6,94,0,5,494.4
5543,0,1,2,0,2,1,2011,1,10,3309.248219,85632,82,23,4,0,1,7.2574
5544,1,1,1,0,0,1,2011,2,27,14635.45158,0,139,5,56,0,2,667.2
5545,0,1,0,0,2,1,2011,2,12,5120.615661,0,76,11,14,4,3,277.220384
5546,0,2,0,0,2,0,2011,2,7,19253.03441,39895,160,32,45,0,2,765.591167
5547,0,1,1,0,1,0,2011,2,16,6646.749298,95815,82,6,95,0,3,393.6
5548,0,0,0,0,1,0,2011,1,2,8742.472473,37224,74,8,23,0,2,355.2
5549,0,1,1,0,0,1,2011,1,3,8467.369513,0,122,2,73,0,5,1100.088685
5550,0,1,2,0,2,1,2011,2,22,6992.531494,94652,86,18,88,0,3,412.8
5551,0,0,1,0,1,0,2011,2,22,13037.03339,28582,112,27,24,0,2,537.6
5552,0,1,0,1,3,1,2011,1,25,10883.78785,91123,138,32,70,3,8,103.462381
5553,0,2,1,0,1,1,2011,2,24,9114.276632,85942,116,16,36,2,5,79.340118
5554,0,2,0,0,2,1,2011,1,23,30442.53824,64321,253,4,75,0,2,422.438297
5555,0,0,4,0,0,1,2011,1,31,5104.354719,77025,64,18,44,2,3,380.917107
5556,0,0,0,0,0,1,2011,2,13,2174.111987,16997,65,35,62,3,1,468.0
5557,0,1,1,0,0,1,2011,2,19,9890.210998,52408,125,13,12,0,9,179.125777
5558,0,2,1,0,2,2,2011,2,15,8719.125849,0,116,7,73,1,7,556.8
5559,0,0,1,1,4,1,2011,2,19,8516.751366,37573,112,3,21,3,3,537.6
5560,0,1,0,0,0,1,2011,2,11,11606.84868,45893,97,3,75,0,2,465.6
5561,1,1,0,1,5,2,2011,2,24,3731.504584,0,96,31,34,0,1,460.8
5562,0,1,2,0,1,0,2011,2,28,3303.090814,29385,88,18,8,2,1,422.4
5563,0,1,2,0,0,1,2011,1,28,8888.875454,21509,81,24,24,1,2,413.492922
5564,0,0,1,0,0,2,2011,1,28,8173.50314,68144,70,29,98,4,2,336.0
5565,0,0,1,0,1,1,2011,1,30,4923.950434,31093,63,3,78,0,3,302.4
5566,0,0,0,1,4,1,2011,2,28,2823.501795,24350,73,6,89,3,1,350.4
5567,0,0,2,0,2,1,2011,1,18,7824.372789,32823,100,1,36,0,8,480.0
5568,0,0,2,0,1,1,2011,2,27,8311.854644,44843,105,14,34,0,3,391.419263
5569,0,0,3,1,3,0,2011,2,12,5384.532684,59364,67,25,56,0,5,321.6
5570,0,1,2,0,2,1,2011,2,4,3978.665051,39101,99,34,24,0,1,167.174678
5571,0,1,0,0,2,1,2011,1,24,6237.507291,0,90,2,46,1,3,432.0
5572,0,1,0,1,5,1,2011,2,14,6969.880958,27604,92,20,45,1,9,441.6
5573,0,0,0,0,1,2,2011,1,18,5024.029643,91603,64,18,37,5,8,307.2
5574,0,0,3,0,0,2,2011,2,7,8414.080425,59828,104,25,49,0,8,499.2
5575,0,0,2,2,8,1,2011,2,18,2801.562831,33247,72,26,47,0,1,284.956298
5576,0,1,2,0,1,1,2011,2,21,5010.917847,45867,126,31,12,0,1,604.8
5577,0,0,2,0,2,2,2011,2,16,4997.780688,54827,64,17,88,0,3,132.947215
5578,0,0,1,1,3,1,2011,2,21,2236.085718,0,64,12,56,3,1,307.2
5579,0,1,1,1,5,1,2011,2,13,10934.73726,47170,139,4,57,0,3,667.2
5580,0,1,1,0,0,1,2011,2,26,3289.132998,21947,83,17,66,0,1,366.90936
5581,0,0,2,0,1,0,2011,2,13,14014.10119,39018,117,11,94,0,2,561.6
5582,0,0,3,0,2,1,2011,2,19,5604.330774,20252,71,0,64,0,3,198.227061
5583,0,1,1,0,0,1,2011,1,23,2912.235077,0,88,29,81,0,1,633.6
5584,0,0,3,1,5,0,2011,1,26,5616.845326,48602,70,30,46,0,5,487.884823
5585,0,0,1,2,8,0,2011,2,1,7504.685954,97849,62,32,45,0,2,183.117146
5586,1,1,2,0,0,2,2011,2,26,3746.751625,41479,94,14,38,1,1,19.575683
5587,0,0,1,0,0,1,2011,2,27,2959.819985,69746,74,17,91,0,1,225.032781
5588,0,1,1,0,2,1,2011,2,7,7725.535708,96748,96,13,68,0,9,460.8
5589,0,2,1,0,0,1,2011,1,5,13248.63735,25074,112,17,8,0,2,537.6
5590,0,0,3,0,2,0,2011,1,21,2717.781848,66463,68,28,80,0,1,326.4
5591,0,0,0,1,3,1,2011,2,2,2734.149158,34865,69,15,16,0,1,255.946801
5592,0,2,2,0,2,1,2011,1,3,9199.388961,37399,116,30,22,0,3,392.826082
5593,0,2,2,1,5,0,2011,2,20,29049.71315,21070,195,6,47,0,2,1404.0
5594,0,0,1,0,1,1,2011,2,9,4956.620638,31562,66,9,5,4,7,316.8
5595,0,0,3,0,2,0,2011,2,23,5574.959174,54684,71,28,49,2,3,487.070965
5596,0,0,0,1,3,1,2011,2,8,9192.592887,37388,117,30,21,0,5,561.6
5597,0,1,1,0,2,0,2011,2,5,3878.770231,84981,96,6,96,0,1,4.719043
5598,0,2,3,0,1,0,2011,2,21,4419.116971,24046,116,27,47,0,1,556.8
5599,1,1,0,0,2,1,2011,2,18,4772.943848,20993,133,35,90,0,1,638.4
5600,0,0,2,0,1,1,2011,2,8,9101.523916,48029,116,9,79,0,7,556.8
5601,0,0,1,0,0,1,2011,1,10,7609.089616,16233,197,17,68,0,1,1418.4
5602,0,0,2,0,2,1,2011,1,12,2668.662697,30718,67,26,49,1,1,321.6
5603,0,0,0,0,0,1,2011,2,22,5141.976413,60277,65,32,19,0,7,146.390518
5604,0,0,1,0,2,1,2011,1,24,7451.49202,0,107,6,63,0,8,770.4
5605,0,0,1,0,2,1,2011,1,25,2620.167098,31911,68,13,65,0,1,245.893663
5606,0,0,1,0,2,1,2011,2,28,4909.844198,61402,62,1,69,0,3,252.157829
5607,0,2,2,1,4,0,2011,1,29,8023.075248,34335,101,18,55,0,3,484.8
5608,0,1,2,0,1,1,2011,2,11,20446.6023,71467,86,5,34,0,2,324.879569
5609,0,0,2,0,1,1,2011,2,13,4966.848441,0,74,25,60,0,9,532.8
5610,0,1,0,0,2,1,2011,1,17,3549.016697,36168,90,16,14,0,1,432.0
5611,0,1,2,0,1,1,2011,1,11,5350.367001,58357,137,27,76,2,1,708.220713
5612,0,1,2,0,1,1,2011,2,7,8065.234637,29692,77,3,53,0,2,449.352139
5613,0,0,0,0,1,0,2011,2,13,7892.824093,29215,67,7,15,0,2,327.656191
5614,0,0,0,0,0,1,2011,2,14,4540.9925,0,61,14,4,0,3,486.121464
5615,0,0,0,0,2,1,2011,2,9,2852.527169,26841,74,33,17,1,1,418.534381
5616,0,1,1,0,2,1,2011,2,21,10720.41744,34837,139,4,2,1,4,667.2
5617,0,0,1,0,0,1,2011,2,5,4795.387295,33068,61,6,77,1,6,213.038013
5618,0,1,2,0,2,1,2011,1,25,5182.393447,44820,133,12,62,3,1,336.13217
5619,0,2,1,1,5,1,2011,1,28,22620.74841,49564,193,22,82,0,2,286.370988
5620,0,0,2,0,0,1,2011,2,5,2320.750557,19581,61,32,27,0,1,377.24342
5621,0,0,0,1,4,1,2011,1,8,7714.650119,0,74,33,24,0,2,532.8
5622,0,0,1,0,1,1,2011,2,10,7880.337212,23129,70,10,74,0,2,491.65337
5623,0,1,1,0,0,0,2011,2,10,9029.940704,0,138,23,93,0,3,1376.958592
5624,0,1,0,0,0,1,2011,1,22,6965.423975,25411,86,8,73,0,8,242.807725
5625,1,0,0,0,0,1,2011,1,19,15114.40241,28513,100,4,22,1,2,480.0
5626,0,0,0,2,8,1,2011,1,8,22523.7063,69346,63,27,42,1,2,246.284609
5627,0,1,0,1,4,1,2011,1,16,10760.17612,74835,133,14,89,0,7,107.645982
5628,0,0,3,0,0,1,2011,1,7,5808.932598,43282,72,3,3,0,3,166.799814
5629,0,1,1,1,4,1,2011,1,29,30591.61257,11276,91,22,10,1,2,436.8
5630,0,0,2,0,1,1,2011,1,3,2220.187426,0,62,11,52,2,1,311.506082
5631,0,0,1,0,2,1,2011,2,7,4914.035833,10037,71,14,29,0,3,292.181494
5632,1,0,4,0,2,1,2011,1,27,2395.57,21986,63,1,9,0,1,333.696228
5633,0,1,4,0,2,1,2011,1,25,5522.524223,85609,136,22,17,0,1,652.8
5634,0,1,2,0,1,1,2011,1,25,15808.75757,86347,130,17,93,0,2,593.779554
5635,0,0,2,1,5,0,2011,1,21,2827.328603,20368,72,30,36,0,1,345.6
5636,0,0,3,1,4,2,2011,2,26,5421.524497,25778,68,29,34,0,3,20.141289
5637,1,0,0,1,5,1,2011,2,14,2514.59196,43860,65,15,58,0,1,156.124914
5638,0,0,2,1,5,1,2011,2,16,5157.642282,93303,65,11,96,0,5,40.757983
5639,0,0,0,0,1,1,2011,2,12,4874.665223,67467,61,4,22,0,9,365.879938
5640,0,0,0,0,1,1,2011,2,9,4198.02525,30598,106,13,21,0,1,508.8
5641,1,0,2,0,2,1,2011,2,24,5380.898636,55350,67,0,13,0,9,321.6
5642,1,0,0,1,5,0,2011,2,23,13466.92071,11432,119,11,9,0,2,571.2
5643,0,0,2,0,1,1,2011,1,13,2424.424678,27093,61,10,19,0,1,292.8
5644,0,0,1,0,2,1,2011,1,10,3823.853815,0,108,32,95,0,1,777.6
5645,0,0,0,1,5,2,2011,2,18,13883.32934,0,197,3,85,0,9,1418.4
5646,0,0,2,1,5,1,2011,2,12,2438.533897,38961,62,5,19,0,1,297.6
5647,0,1,4,1,3,0,2011,1,24,34090.03598,51840,94,10,75,0,2,33.747903
5648,0,0,1,0,2,1,2011,2,27,2840.302575,79181,72,1,24,0,1,241.277426
5649,1,0,1,2,7,1,2011,1,26,24127.50402,14072,71,13,3,0,2,511.2
5650,0,1,2,0,1,0,2011,1,6,7596.143777,56225,97,10,95,0,3,465.6
5651,0,0,0,0,1,1,2011,1,26,15096.27023,14909,199,31,95,0,6,1238.077611
5652,1,1,0,0,2,1,2011,1,12,6005.214792,26876,76,17,72,0,8,364.8
5653,0,1,2,0,0,1,2011,2,4,3455.23067,68401,88,14,14,0,1,242.254164
5654,0,0,2,0,0,1,2011,1,30,5728.581037,29730,72,1,76,0,3,463.21435
5655,0,1,0,0,2,1,2011,1,17,5163.228365,35577,130,1,6,0,1,574.51239
5656,0,0,3,1,5,0,2011,1,24,2602.650842,41958,66,15,49,1,1,206.818326
5657,0,2,3,0,2,0,2011,1,5,32643.07651,77915,115,4,61,0,2,552.0
5658,0,0,1,1,4,1,2011,1,8,2789.74739,15514,74,20,24,0,1,355.2
5659,0,2,2,0,2,0,2011,1,16,11250.09857,29505,284,2,70,0,1,1979.444237
5660,0,0,2,0,2,0,2011,2,12,16510.96722,31356,68,25,13,0,2,326.4
5661,0,0,2,0,2,1,2011,2,13,7607.983712,31456,199,5,61,0,1,436.695385
5662,0,0,0,0,2,1,2011,1,30,5603.73932,95284,69,6,35,0,4,327.647322
5663,0,1,0,0,2,1,2011,1,7,6674.44805,0,98,7,24,0,9,931.648937
5664,0,2,1,0,1,0,2011,1,18,4049.415027,62864,104,20,14,0,1,171.213743
5665,0,0,2,0,1,1,2011,2,11,4958.016206,22842,65,20,53,0,9,468.0
5666,0,0,1,0,1,0,2011,1,10,7850.128057,67186,66,22,20,0,2,184.936711
5667,0,1,0,0,2,1,2011,1,26,6382.583452,0,87,14,67,0,3,417.6
5668,0,0,2,0,0,1,2011,1,20,5737.499595,68946,71,15,31,0,8,309.627788
5669,0,0,1,0,2,1,2011,2,9,7688.023506,56680,100,9,78,2,3,480.0
5670,0,1,0,0,1,1,2011,1,5,4873.436612,18866,126,4,62,0,1,604.8
5671,0,0,0,0,2,0,2011,1,18,2824.681217,82875,70,5,20,0,1,455.337179
5672,0,0,2,0,2,1,2011,1,8,3722.368016,0,109,25,61,2,1,523.2
5673,0,1,1,1,4,2,2011,2,4,5535.963648,84863,138,28,40,0,1,691.697458
5674,0,1,2,0,1,0,2011,1,11,4727.8341,0,127,24,58,0,1,609.6
5675,0,0,1,0,1,1,2011,1,29,2378.667328,54753,61,5,99,0,1,292.8
5676,0,2,2,2,7,0,2011,2,5,9337.895228,76381,116,23,33,0,4,556.8
5677,0,1,1,0,0,2,2011,1,23,6189.994337,59523,78,0,62,1,8,343.789779
5678,0,0,1,1,5,0,2011,2,26,5638.262608,56017,71,1,98,0,6,51.995897
5679,0,0,3,1,4,1,2011,2,27,5264.361755,14306,74,31,22,3,7,355.061143
5680,0,0,1,0,2,1,2011,1,13,4035.68383,21359,101,25,5,0,1,484.8
5681,0,0,1,0,0,1,2011,1,8,4117.4697,86101,102,4,73,0,1,344.736945
5682,1,0,1,0,1,1,2011,1,27,8382.478392,25998,71,16,38,0,2,791.878042
5683,0,0,3,0,1,0,2011,2,2,2435.147986,64341,61,4,81,0,1,79.934072
5684,0,2,0,2,8,1,2011,1,30,6599.081932,36060,165,27,55,0,1,774.558233
5685,0,0,0,0,2,0,2011,2,2,5353.932122,61894,67,22,38,0,4,266.996814
5686,0,0,0,0,1,1,2011,2,9,6747.524275,26721,65,18,64,3,2,312.0
5687,0,1,1,0,2,1,2011,2,6,7412.135256,59940,94,17,9,0,3,303.098944
5688,0,1,3,2,8,1,2011,2,24,5512.342258,45971,138,15,91,0,1,139.826393
5689,0,0,1,1,4,1,2011,1,17,4015.34005,80055,100,30,83,0,1,121.945071
5690,0,1,2,0,0,0,2011,2,3,7772.473464,58345,98,1,6,0,6,346.971517
5691,0,0,2,0,2,2,2011,2,4,4638.945365,0,71,33,48,3,7,143.276484
5692,0,1,1,0,2,1,2011,2,19,10507.50144,76549,132,3,5,0,3,616.349424
5693,0,0,3,0,1,1,2011,2,26,17556.99121,36212,73,25,57,0,2,119.033795
5694,0,1,1,0,1,1,2011,2,27,9103.700091,0,131,18,41,0,3,628.8
5695,0,0,0,0,1,1,2011,1,19,13110.54899,73597,114,5,8,5,2,485.183645
5696,0,1,0,0,0,1,2011,1,1,8006.219948,63762,99,13,55,0,4,108.161276
5697,0,1,1,0,1,2,2011,2,21,6807.271588,32787,86,3,86,0,7,568.58486
5698,0,0,1,0,1,2,2011,1,2,2627.610202,94962,67,10,48,4,1,321.6
5699,0,2,0,0,2,1,2011,1,14,9095.744565,0,256,30,32,0,1,1943.772393
5700,0,1,2,2,6,1,2011,2,10,5015.643575,73809,125,5,57,0,1,537.315879
5701,1,1,1,0,0,0,2011,1,10,4726.869327,13037,124,28,49,0,1,839.348464
5702,0,1,0,0,1,1,2011,2,19,3059.182181,0,88,5,85,0,1,989.200247
5703,0,0,2,0,1,1,2011,2,18,4122.569957,75272,103,22,10,0,1,71.647924
5704,0,0,3,0,1,1,2011,2,7,2620.903729,39278,66,29,45,0,1,65.590217
5705,0,0,1,0,0,1,2011,1,17,4938.893241,36913,62,22,37,0,9,90.569696
5706,0,0,1,0,2,1,2011,1,15,4691.043597,0,74,19,11,1,3,407.218947
5707,1,1,2,0,2,1,2011,2,23,6005.847375,13528,86,21,35,0,3,412.8
5708,0,1,1,0,2,1,2011,1,11,4941.650159,0,137,17,5,0,1,986.4
5709,0,0,1,0,2,1,2011,1,2,2254.402024,0,65,3,95,1,1,768.797656
5710,0,0,0,1,3,1,2011,2,19,2554.032052,0,72,32,14,0,1,405.804184
5711,0,0,4,0,2,1,2011,2,1,8123.955566,12617,108,5,43,0,8,648.925597
5712,0,0,0,0,2,1,2011,2,19,19079.09518,42754,65,5,56,4,2,279.715067
5713,0,2,2,1,4,1,2011,1,27,10461.58298,0,155,23,62,0,5,1116.0
5714,1,2,0,0,2,0,2011,2,14,4669.22664,76157,116,15,80,0,1,556.8
5715,0,0,1,0,2,2,2011,2,22,4903.810606,0,66,19,29,0,8,469.6093
5716,0,1,0,0,2,0,2011,1,31,83325.38119,58958,231,31,74,0,2,1108.8
5717,0,0,1,0,2,0,2011,1,25,8009.028202,0,107,5,8,0,3,740.963933
5718,0,1,1,0,2,0,2011,2,16,23895.6779,0,98,0,57,0,2,705.6
5719,0,0,0,0,1,1,2011,1,11,7732.385103,34430,65,6,15,0,2,184.958966
5720,0,1,0,0,0,1,2011,2,26,9416.28441,13411,127,27,81,0,7,609.6
5721,0,0,1,0,1,1,2011,2,18,5923.518828,73758,74,24,87,0,7,301.562622
5722,0,0,0,0,1,1,2011,1,19,3833.066768,0,116,34,82,2,1,1397.954723
5723,0,0,1,2,8,1,2011,1,9,28432.00202,17130,198,1,58,0,2,950.4
5724,0,1,2,0,2,1,2011,1,9,5553.756551,0,92,30,64,3,9,662.4
5725,0,1,0,0,2,1,2011,2,12,10036.53634,0,134,15,92,1,8,1353.28906
5726,0,1,1,0,0,1,2011,2,5,6575.53817,10517,92,14,65,0,3,441.540848
5727,1,2,2,0,1,1,2011,1,3,4362.931238,58842,110,6,74,0,1,528.0
5728,0,0,2,0,1,1,2011,2,6,7873.708219,22355,71,27,9,3,2,340.8
5729,0,1,0,0,1,1,2011,1,17,13021.0853,0,223,26,40,5,7,1605.6
5730,0,0,1,0,0,1,2011,1,28,4492.23348,21137,61,29,62,1,6,292.8
5731,0,1,1,0,0,0,2011,2,27,6650.456653,0,99,16,65,2,3,712.8
5732,0,1,0,0,2,0,2011,2,27,11093.71591,78255,95,14,88,0,2,456.0
5733,1,0,1,2,6,1,2011,1,26,5107.163002,35625,65,10,56,1,3,288.572108
5734,0,0,2,0,2,0,2011,1,29,7334.328083,87957,61,31,63,0,2,308.321335
5735,0,0,2,1,5,1,2011,2,8,4996.564694,25915,64,13,62,0,7,317.979988
5736,1,0,2,1,3,1,2011,2,7,8658.863813,62464,109,23,45,0,4,400.181882
5737,1,1,0,1,5,1,2011,1,31,9657.579498,0,131,34,61,0,9,628.8
5738,0,1,0,0,1,1,2011,1,24,6176.700392,49529,78,4,78,0,3,234.723464
5739,1,1,1,0,2,1,2011,1,3,2867.312197,23376,78,19,18,0,1,374.4
5740,0,1,2,0,0,1,2011,1,2,2821.448707,0,81,21,78,0,1,583.2
5741,0,0,2,0,2,1,2011,1,30,2843.557702,67952,71,16,0,0,1,167.405624
5742,1,0,2,1,5,1,2011,1,3,11790.49617,25251,66,13,43,0,2,316.8
5743,0,0,0,0,1,0,2011,1,25,7785.666532,20497,65,17,94,0,2,425.358596
5744,0,2,0,0,1,1,2011,1,27,12315.09489,68420,104,5,27,1,2,499.2
5745,0,1,2,0,2,0,2011,1,29,4810.97858,24711,122,31,93,0,1,259.998169
5746,0,0,2,0,1,1,2011,2,7,27279.33647,76530,119,35,9,4,2,254.149197
5747,0,1,0,0,2,1,2011,1,8,3980.421464,98333,99,16,69,1,1,459.048775
5748,1,1,1,0,2,1,2011,2,27,14635.45158,0,139,5,56,0,2,667.2
5749,0,2,2,0,2,0,2011,1,12,3761.792015,0,106,25,47,1,1,1116.943654
5750,1,2,0,0,1,1,2011,1,26,5619.689084,0,153,25,5,0,1,1027.000029
5751,0,0,1,0,1,1,2011,1,25,5304.541694,0,74,18,29,0,8,532.8
5752,0,1,1,0,2,2,2011,2,15,3207.468733,24695,82,0,88,0,1,393.6
5753,0,2,1,0,1,1,2011,1,4,8697.787865,26287,111,6,11,0,8,279.378884
5754,1,0,2,0,1,2,2011,2,14,8717.049833,83846,74,22,94,3,2,355.2
5755,0,0,0,0,1,1,2011,1,24,8029.715047,76081,68,14,3,0,2,384.210821
5756,0,0,2,1,5,0,2011,2,28,4763.327142,14957,66,24,68,0,8,316.8
